State Name,Total Population,White Alone,Black or African American Alone,Hispanic or Latino,Median Household Income,Median Housing Value,Median Gross Rent,Median Age,Median Housing Construction Year,Total Employment,Below Poverty Level,Male Population,Female Population,Housing Units,Vacant Housing Units,Owner-Occupied Housing Units,Renter-Occupied Housing Units,State Code,Year
Louisiana,4649676.0,2919142.0,1502184.0,223889.0,44555.0,143600.0,801.0,36.1,1978.0,31471.0,896524.0,2272116.0,2377560.0,2011037.0,292843.0,1106785.0,611409.0,22,2014
Louisiana,4670724.0,2914693.0,1502375.0,228578.0,45727.0,155600.0,800.0,36.4,1979.0,31907.0,889946.0,2286299.0,2384425.0,2024737.0,286829.0,1122294.0,615614.0,22,2015
Louisiana,4681666.0,2901495.0,1514755.0,231168.0,45146.0,158000.0,808.0,36.5,1979.0,31831.0,918187.0,2291880.0,2389786.0,2037067.0,316266.0,1105710.0,615091.0,22,2016
Louisiana,4684333.0,2890818.0,1521339.0,243620.0,46145.0,162500.0,836.0,36.8,1979.0,32346.0,899039.0,2289695.0,2394638.0,2061582.0,324459.0,1132229.0,604894.0,22,2017
Louisiana,4659978.0,2877115.0,1509407.0,239954.0,47905.0,167300.0,854.0,37.3,1979.0,33955.0,843626.0,2276530.0,2383448.0,2076136.0,338916.0,1137524.0,599696.0,22,2018
Louisiana,4648794.0,2874784.0,1504017.0,250203.0,51073.0,172100.0,866.0,37.7,1980.0,35338.0,857894.0,2268202.0,2380592.0,2089824.0,348748.0,1157652.0,583424.0,22,2019
Louisiana,4636420.5,2774992.0,1472831.0,253144.5,51580.0,182450.0,895.0,37.85,1980.5,36648.0,870565.0,2264534.0,2371886.5,2091605.5,329105.5,1179281.0,583219.0,22,2020
Louisiana,4624047.0,2675200.0,1441645.0,256086.0,52087.0,192800.0,924.0,38.0,1981.0,37958.0,883236.0,2260866.0,2363181.0,2093387.0,309463.0,1200910.0,583014.0,22,2021
Louisiana,4590241.0,2646226.0,1428423.0,262213.0,55416.0,209200.0,984.0,38.2,1983.0,40753.0,829565.0,2248146.0,2342095.0,2113178.0,296276.0,1229012.0,587890.0,22,2022
Maine,1283673.0,1239525.0,8788.0,12059.0,42801.0,155300.0,623.0,41.2,1969.0,26953.0,160627.0,626454.0,657219.0,683799.0,141641.0,389203.0,152955.0,23,2005
Maine,1321574.0,1265541.0,13669.0,12622.0,43439.0,170500.0,636.0,41.0,1970.0,27470.0,165956.0,645154.0,676420.0,691164.0,142917.0,399076.0,149171.0,23,2006
Maine,1317207.0,1254460.0,14652.0,14953.0,45888.0,176000.0,650.0,41.7,1970.0,28693.0,154224.0,642050.0,675157.0,696681.0,152729.0,402257.0,141695.0,23,2007
Maine,1316456.0,1261279.0,12332.0,13350.0,46581.0,180200.0,702.0,41.9,1971.0,29352.0,157553.0,640629.0,675827.0,700550.0,158187.0,391262.0,151101.0,23,2008
Maine,1318301.0,1251450.0,17563.0,17463.0,45734.0,177500.0,722.0,42.2,1971.0,28775.0,157685.0,642823.0,675478.0,704574.0,159719.0,396341.0,148514.0,23,2009
Maine,1327567.0,1265687.0,15121.0,16490.0,45815.0,179100.0,707.0,42.7,1972.0,30332.0,167242.0,648889.0,678678.0,722217.0,176800.0,396395.0,149022.0,23,2010
Maine,1328188.0,1264494.0,13598.0,17813.0,46033.0,171600.0,747.0,43.2,1973.0,30297.0,182448.0,651076.0,677112.0,725650.0,173599.0,391697.0,160354.0,23,2011
Maine,1329192.0,1264328.0,13614.0,18451.0,46709.0,172300.0,744.0,43.5,1973.0,30573.0,189786.0,650714.0,678478.0,724187.0,169644.0,396014.0,158529.0,23,2012
Maine,1328302.0,1260470.0,13617.0,18432.0,46974.0,172800.0,760.0,44.0,1973.0,30577.0,180639.0,649994.0,678308.0,723140.0,175454.0,384237.0,163449.0,23,2013
Maine,1330089.0,1260278.0,16557.0,19839.0,49462.0,174800.0,776.0,44.1,1974.0,31016.0,182791.0,647622.0,682467.0,727693.0,177852.0,392139.0,157702.0,23,2014
Maine,1329328.0,1258074.0,14795.0,20152.0,51494.0,180300.0,792.0,44.6,1974.0,31683.0,172620.0,651030.0,678298.0,729392.0,184166.0,387101.0,158125.0,23,2015
Maine,1331479.0,1257120.0,19963.0,20714.0,53079.0,184700.0,797.0,44.5,1976.0,32882.0,161749.0,650702.0,680777.0,730786.0,199126.0,382116.0,149544.0,23,2016
Maine,1335907.0,1261611.0,16372.0,21899.0,56277.0,191200.0,806.0,44.6,1976.0,35093.0,144012.0,654763.0,681144.0,742644.0,201685.0,395809.0,145150.0,23,2017
Maine,1338404.0,1261453.0,18954.0,22411.0,55602.0,197500.0,839.0,45.1,1975.0,35942.0,151541.0,655734.0,682670.0,746592.0,176285.0,406226.0,164081.0,23,2018
Maine,1344212.0,1263287.0,21983.0,23067.0,58924.0,200500.0,870.0,45.1,1975.0,37316.0,141803.0,656330.0,687882.0,750964.0,177346.0,414119.0,159499.0,23,2019
Maine,1358229.5,1252386.0,21526.0,24647.0,61845.5,226300.0,907.5,44.900000000000006,1975.5,39827.0,147960.0,664906.5,693323.0,747792.0,164170.0,429175.0,154447.0,23,2020
Maine,1372247.0,1241485.0,21069.0,26227.0,64767.0,252100.0,945.0,44.7,1976.0,42338.0,154117.0,673483.0,698764.0,744620.0,150994.0,444231.0,149395.0,23,2021
Maine,1385340.0,1258198.0,22106.0,28717.0,69543.0,290600.0,1033.0,45.1,1977.0,43863.0,145161.0,684557.0,700783.0,751697.0,146359.0,448772.0,156566.0,23,2022
Maryland,5461318.0,3356489.0,1564914.0,316257.0,61592.0,280200.0,891.0,37.1,1973.0,37364.0,448038.0,2630426.0,2830892.0,2273793.0,188146.0,1438614.0,647033.0,24,2005
Maryland,5615727.0,3441497.0,1624858.0,336390.0,65144.0,334700.0,953.0,37.3,1974.0,38859.0,428345.0,2715872.0,2899855.0,2300749.0,211718.0,1450411.0,638620.0,24,2006
Maryland,5618344.0,3402960.0,1626017.0,354969.0,68080.0,347000.0,1000.0,37.4,1974.0,40729.0,453699.0,2715986.0,2902358.0,2318430.0,235972.0,1456103.0,626355.0,24,2007
Maryland,5633597.0,3449411.0,1625411.0,374011.0,70545.0,341200.0,1074.0,37.6,1974.0,40831.0,442994.0,2728031.0,2905566.0,2333250.0,240558.0,1453733.0,638959.0,24,2008
Maryland,5699478.0,3432154.0,1652857.0,412453.0,69272.0,318600.0,1108.0,37.7,1974.0,40464.0,505286.0,2765653.0,2933825.0,2341332.0,246210.0,1436362.0,658760.0,24,2009
Maryland,5785982.0,3408003.0,1701903.0,473721.0,68854.0,301400.0,1131.0,38.0,1975.0,41616.0,557140.0,2799597.0,2986385.0,2380605.0,253166.0,1426267.0,701172.0,24,2010
Maryland,5828289.0,3414300.0,1725923.0,489505.0,70004.0,287100.0,1153.0,38.0,1975.0,42088.0,571887.0,2820212.0,3008077.0,2391508.0,256991.0,1437447.0,697070.0,24,2011
Maryland,5884563.0,3417690.0,1720936.0,510448.0,71122.0,279900.0,1170.0,38.1,1975.0,42101.0,590803.0,2849291.0,3035272.0,2395635.0,237918.0,1433937.0,723780.0,24,2012
Maryland,5928814.0,3416335.0,1754964.0,531749.0,72483.0,280200.0,1210.0,38.2,1976.0,42276.0,585571.0,2875157.0,3053657.0,2404177.0,242497.0,1436907.0,724773.0,24,2013
Maryland,5976407.0,3432582.0,1774618.0,556179.0,73971.0,288500.0,1242.0,38.3,1976.0,42330.0,589818.0,2896033.0,3080374.0,2422317.0,256879.0,1426748.0,738690.0,24,2014
Maryland,6006401.0,3395048.0,1770161.0,572263.0,75847.0,299800.0,1278.0,38.3,1977.0,43865.0,570776.0,2912348.0,3094053.0,2434465.0,256531.0,1436159.0,741775.0,24,2015
Maryland,6016447.0,3397255.0,1793593.0,586730.0,78945.0,306900.0,1314.0,38.5,1977.0,45086.0,567715.0,2917773.0,3098674.0,2447211.0,252554.0,1445953.0,748704.0,24,2016
Maryland,6052177.0,3322483.0,1806673.0,612709.0,80776.0,312500.0,1337.0,38.7,1977.0,46338.0,549171.0,2935822.0,3116355.0,2449123.0,241780.0,1472500.0,734843.0,24,2017
Maryland,6042718.0,3305047.0,1810885.0,628435.0,83242.0,324800.0,1371.0,38.8,1977.0,47083.0,528203.0,2930350.0,3112368.0,2458779.0,242844.0,1482669.0,733266.0,24,2018
Maryland,6045680.0,3296909.0,1830059.0,643171.0,86738.0,332500.0,1401.0,39.0,1978.0,49737.0,532241.0,2928013.0,3117667.0,2470307.0,243540.0,1488168.0,738599.0,24,2019
Maryland,6105404.5,3157876.5,1820202.0,663747.0,88470.5,351650.0,1437.0,39.15,1978.5,51066.5,575306.5,2965552.0,3139852.5,2508335.5,217126.0,1542915.5,748294.0,24,2020
Maryland,6165129.0,3018844.0,1810345.0,684323.0,90203.0,370800.0,1473.0,39.3,1979.0,52396.0,618372.0,3003091.0,3162038.0,2546364.0,190712.0,1597663.0,757989.0,24,2021
Maryland,6164660.0,2983674.0,1823687.0,705842.0,94991.0,398100.0,1550.0,39.7,1980.0,55537.0,581748.0,3004117.0,3160543.0,2559057.0,183073.0,1609588.0,766396.0,24,2022
Massachusetts,6182860.0,5156426.0,363095.0,490839.0,57184.0,361500.0,902.0,38.2,1956.0,36520.0,637043.0,2998038.0,3184822.0,2688014.0,239982.0,1567885.0,880147.0,25,2005
Massachusetts,6437193.0,5329576.0,393207.0,510482.0,59963.0,370400.0,933.0,38.3,1956.0,36661.0,620188.0,3116536.0,3320657.0,2709208.0,262723.0,1588359.0,858126.0,25,2006
Massachusetts,6449755.0,5330421.0,384615.0,527109.0,62365.0,366400.0,946.0,38.5,1956.0,37909.0,621286.0,3127452.0,3322303.0,2722323.0,273190.0,1594159.0,854974.0,25,2007
Massachusetts,6497967.0,5363392.0,406998.0,556898.0,65401.0,353600.0,991.0,38.7,1957.0,39570.0,626670.0,3152206.0,3345761.0,2735645.0,268322.0,1592324.0,874999.0,25,2008
Massachusetts,6593587.0,5434502.0,416571.0,582234.0,64081.0,338500.0,988.0,39.0,1957.0,39016.0,654983.0,3203980.0,3389607.0,2748475.0,272983.0,1589421.0,886071.0,25,2009
Massachusetts,6557254.0,5320148.0,443271.0,631016.0,62072.0,334100.0,1009.0,39.1,1958.0,40295.0,725143.0,3170167.0,3387087.0,2808727.0,288308.0,1568382.0,952037.0,25,2010
Massachusetts,6587536.0,5305948.0,451127.0,649272.0,62859.0,326300.0,1034.0,39.3,1958.0,40269.0,738514.0,3187794.0,3399742.0,2819028.0,286961.0,1573279.0,958788.0,25,2011
Massachusetts,6646144.0,5323896.0,473527.0,673885.0,65339.0,323800.0,1036.0,39.5,1958.0,40567.0,762645.0,3219753.0,3426391.0,2810394.0,288000.0,1570055.0,952339.0,25,2012
Massachusetts,6692824.0,5330381.0,474427.0,703679.0,66768.0,327200.0,1077.0,39.4,1959.0,41113.0,770513.0,3245774.0,3447050.0,2813641.0,277320.0,1560809.0,975512.0,25,2013
Massachusetts,6745408.0,5347420.0,477527.0,730094.0,69160.0,338900.0,1107.0,39.4,1959.0,41549.0,757235.0,3269679.0,3475729.0,2828592.0,279256.0,1570332.0,979004.0,25,2014
Massachusetts,6794422.0,5373238.0,499357.0,757948.0,70628.0,352100.0,1164.0,39.4,1959.0,41841.0,752071.0,3297384.0,3497038.0,2845805.0,285854.0,1579953.0,979998.0,25,2015
Massachusetts,6811779.0,5350175.0,506677.0,779696.0,75297.0,366900.0,1179.0,39.5,1960.0,43733.0,686597.0,3305817.0,3505962.0,2858087.0,278689.0,1598930.0,980468.0,25,2016
Massachusetts,6859819.0,5387411.0,531887.0,811292.0,77385.0,385400.0,1208.0,39.5,1961.0,46294.0,692201.0,3333270.0,3526549.0,2894590.0,289636.0,1623515.0,981439.0,25,2017
Massachusetts,6902149.0,5335175.0,537523.0,846780.0,79835.0,400700.0,1295.0,39.5,1961.0,47252.0,663918.0,3350887.0,3551262.0,2915043.0,290749.0,1620712.0,1003582.0,25,2018
Massachusetts,6892503.0,5305385.0,543629.0,853735.0,85843.0,418600.0,1360.0,39.7,1962.0,50126.0,625763.0,3345556.0,3546947.0,2928818.0,278138.0,1647747.0,1002933.0,25,2019
Massachusetts,6938613.0,5068790.0,505182.0,875542.5,87744.0,449600.0,1423.5,39.8,1963.0,52141.0,662950.5,3376904.0,3561709.0,2973295.0,268446.0,1695091.5,1009757.5,25,2020
Massachusetts,6984723.0,4832195.0,466735.0,897350.0,89645.0,480600.0,1487.0,39.9,1964.0,54156.0,700138.0,3408252.0,3576471.0,3017772.0,258754.0,1742436.0,1016582.0,25,2021
Massachusetts,6981974.0,4800968.0,495214.0,911038.0,94488.0,534700.0,1634.0,40.3,1964.0,56828.0,700156.0,3419487.0,3562487.0,3036303.0,238527.0,1741555.0,1056221.0,25,2022
Michigan,9865583.0,7890608.0,1379010.0,371627.0,46039.0,149300.0,655.0,36.9,1967.0,30968.0,1299688.0,4824431.0,5041152.0,4478507.0,590513.0,2903328.0,984666.0,26,2005
Michigan,10095643.0,8026545.0,1426809.0,392770.0,47182.0,153300.0,675.0,37.3,1968.0,30830.0,1331833.0,4968640.0,5127003.0,4513502.0,644385.0,2908273.0,960844.0,26,2006
Michigan,10071822.0,8001673.0,1416635.0,401009.0,47950.0,153100.0,683.0,37.6,1968.0,31106.0,1376658.0,4958632.0,5113190.0,4526914.0,677907.0,2880401.0,968606.0,26,2007
Michigan,10003422.0,7964843.0,1388878.0,413286.0,48591.0,151300.0,706.0,38.0,1968.0,31077.0,1410276.0,4918443.0,5084979.0,4535568.0,724767.0,2819355.0,991446.0,26,2008
Michigan,9969727.0,7966936.0,1388500.0,422831.0,45255.0,132200.0,716.0,38.5,1968.0,29495.0,1576704.0,4903174.0,5066553.0,4541470.0,721734.0,2795638.0,1024098.0,26,2009
Michigan,9877574.0,7834808.0,1385311.0,439282.0,45413.0,123300.0,730.0,39.0,1969.0,30571.0,1618257.0,4848760.0,5028814.0,4531231.0,724610.0,2769474.0,1037147.0,26,2010
Michigan,9876187.0,7830903.0,1388139.0,447420.0,45981.0,118100.0,739.0,39.2,1969.0,30555.0,1693294.0,4848677.0,5027510.0,4525654.0,753221.0,2706280.0,1066153.0,26,2011
Michigan,9883360.0,7840426.0,1388360.0,454918.0,46859.0,115700.0,748.0,39.5,1969.0,30927.0,1685178.0,4851429.0,5031931.0,4525081.0,706013.0,2713964.0,1105104.0,26,2012
Michigan,9895622.0,7829056.0,1378237.0,465419.0,48273.0,117500.0,768.0,39.6,1969.0,31149.0,1648436.0,4858138.0,5037484.0,4525266.0,692800.0,2703957.0,1128509.0,26,2013
Michigan,9909877.0,7816586.0,1375194.0,475095.0,49847.0,125700.0,788.0,39.6,1969.0,31488.0,1568844.0,4865257.0,5044620.0,4540088.0,705514.0,2693284.0,1141290.0,26,2014
Michigan,9922576.0,7801483.0,1378111.0,485972.0,51084.0,137500.0,803.0,39.7,1970.0,32007.0,1529645.0,4877067.0,5045509.0,4550324.0,691792.0,2717217.0,1141315.0,26,2015
Michigan,9928300.0,7793481.0,1363336.0,491430.0,52492.0,147100.0,818.0,39.7,1971.0,32587.0,1451936.0,4883220.0,5045080.0,4560164.0,676011.0,2731283.0,1152870.0,26,2016
Michigan,9962311.0,7814775.0,1374615.0,504398.0,54909.0,155700.0,835.0,39.8,1970.0,35517.0,1377766.0,4907242.0,5055069.0,4595274.0,665257.0,2803372.0,1126645.0,26,2017
Michigan,9995915.0,7825285.0,1376751.0,517381.0,56697.0,162500.0,861.0,39.8,1971.0,36021.0,1373349.0,4926816.0,5069099.0,4614552.0,657086.0,2817484.0,1139982.0,26,2018
Michigan,9986857.0,7812165.0,1371069.0,525973.0,59584.0,169600.0,888.0,39.8,1971.0,36683.0,1269062.0,4915905.0,5070952.0,4629605.0,659725.0,2841195.0,1128685.0,26,2019
Michigan,10018834.0,7625089.0,1358059.5,542844.5,61541.0,184350.0,928.5,40.0,1971.5,38869.5,1277695.5,4946387.0,5072447.0,4609994.5,599155.5,2903771.0,1107068.0,26,2020
Michigan,10050811.0,7438013.0,1345050.0,559716.0,63498.0,199100.0,969.0,40.2,1972.0,41056.0,1286329.0,4976869.0,5073942.0,4590384.0,538586.0,2966347.0,1085451.0,26,2021
Michigan,10034118.0,7422249.0,1325693.0,572405.0,66986.0,224400.0,1052.0,40.3,1972.0,43223.0,1315899.0,4979089.0,5055029.0,4605363.0,515569.0,2991685.0,1098109.0,26,2022
Minnesota,4989848.0,4390040.0,205160.0,181959.0,52024.0,198800.0,692.0,36.7,1972.0,31654.0,456642.0,2476815.0,2513033.0,2252022.0,231878.0,1530659.0,489485.0,27,2005
Minnesota,5167101.0,4538957.0,228354.0,195138.0,54023.0,208200.0,701.0,36.8,1973.0,32233.0,491633.0,2567888.0,2599213.0,2282837.0,240540.0,1558206.0,484091.0,27,2006
Minnesota,5197621.0,4570486.0,225798.0,204789.0,55802.0,213600.0,711.0,37.1,1973.0,33422.0,481947.0,2589986.0,2607635.0,2304473.0,241792.0,1551989.0,510692.0,27,2007
Minnesota,5220393.0,4601081.0,230599.0,215821.0,57288.0,213800.0,734.0,37.4,1973.0,34504.0,490911.0,2596324.0,2624069.0,2331203.0,241754.0,1559939.0,529510.0,27,2008
Minnesota,5266215.0,4601572.0,233086.0,223923.0,55616.0,200400.0,757.0,37.5,1974.0,33519.0,563006.0,2615345.0,2650870.0,2331243.0,245476.0,1537420.0,548347.0,27,2009
Minnesota,5310584.0,4573199.0,273680.0,248297.0,55459.0,194300.0,764.0,37.5,1974.0,33989.0,599516.0,2635397.0,2675187.0,2348242.0,256694.0,1527328.0,564220.0,27,2010
Minnesota,5344861.0,4577875.0,279142.0,257186.0,56954.0,183500.0,787.0,37.6,1975.0,35075.0,621970.0,2656471.0,2688390.0,2354075.0,257598.0,1525449.0,571028.0,27,2011
Minnesota,5379139.0,4596694.0,287165.0,264025.0,58906.0,178400.0,813.0,37.6,1975.0,35789.0,598371.0,2670741.0,2708398.0,2361074.0,249131.0,1508810.0,603133.0,27,2012
Minnesota,5420380.0,4596087.0,294527.0,266850.0,60702.0,180100.0,832.0,37.7,1975.0,36181.0,592422.0,2690694.0,2729686.0,2368754.0,248800.0,1516900.0,603054.0,27,2013
Minnesota,5457173.0,4606959.0,312432.0,276440.0,61481.0,188300.0,859.0,37.8,1975.0,36817.0,611354.0,2712823.0,2744350.0,2385261.0,256066.0,1526406.0,602789.0,27,2014
Minnesota,5489594.0,4614799.0,320267.0,282040.0,63488.0,200000.0,888.0,37.9,1976.0,37290.0,546431.0,2730030.0,2759564.0,2397081.0,249819.0,1523273.0,623989.0,27,2015
Minnesota,5519952.0,4596566.0,331308.0,288460.0,65599.0,211800.0,912.0,37.9,1977.0,39508.0,533276.0,2747946.0,2772006.0,2409701.0,260976.0,1532031.0,616694.0,27,2016
Minnesota,5576606.0,4610465.0,361130.0,296666.0,68388.0,224000.0,939.0,37.9,1977.0,40722.0,517476.0,2780714.0,2795892.0,2437726.0,275515.0,1547594.0,614617.0,27,2017
Minnesota,5611179.0,4629375.0,367653.0,308013.0,70315.0,235400.0,969.0,38.2,1977.0,41433.0,529077.0,2793980.0,2817199.0,2455637.0,261185.0,1567939.0,626513.0,27,2018
Minnesota,5639632.0,4627588.0,370291.0,314217.0,74593.0,246700.0,1016.0,38.4,1977.0,43160.0,494683.0,2804216.0,2835416.0,2477515.0,254947.0,1598396.0,624172.0,27,2019
Minnesota,5673511.0,4532222.5,379433.0,323128.0,76156.5,266050.0,1064.5,38.599999999999994,1977.5,45153.0,507207.0,2832442.0,2841069.0,2497344.0,245543.5,1631748.5,620052.0,27,2020
Minnesota,5707390.0,4436857.0,388575.0,332039.0,77720.0,285400.0,1113.0,38.8,1978.0,47146.0,519731.0,2860668.0,2846722.0,2517173.0,236140.0,1665101.0,615932.0,27,2021
Minnesota,5717184.0,4415751.0,398326.0,333830.0,82338.0,314600.0,1200.0,39.0,1979.0,50801.0,540079.0,2869638.0,2847546.0,2547867.0,225677.0,1674434.0,647756.0,27,2022
Mississippi,2824156.0,1716444.0,1030075.0,43275.0,32938.0,82700.0,538.0,35.5,1978.0,24309.0,600288.0,1358126.0,1466030.0,1235496.0,151462.0,757446.0,326588.0,28,2005
Mississippi,2910540.0,1749296.0,1087114.0,46348.0,34473.0,88600.0,584.0,35.4,1979.0,25155.0,592743.0,1412001.0,1498539.0,1241439.0,165918.0,760318.0,315203.0,28,2006
Mississippi,2918785.0,1745130.0,1095051.0,52515.0,36338.0,96000.0,609.0,35.4,1979.0,25697.0,581534.0,1413634.0,1505151.0,1254936.0,174897.0,769923.0,310116.0,28,2007
Mississippi,2938618.0,1755352.0,1101494.0,58385.0,37790.0,99700.0,638.0,35.5,1979.0,27007.0,601617.0,1427841.0,1510777.0,1267191.0,172983.0,766976.0,327232.0,28,2008
Mississippi,2951996.0,1758282.0,1096054.0,67185.0,36646.0,98000.0,644.0,35.1,1980.0,26621.0,624360.0,1434962.0,1517034.0,1282015.0,186989.0,760954.0,334072.0,28,2009
Mississippi,2970036.0,1767532.0,1109263.0,73435.0,36851.0,100100.0,672.0,36.1,1981.0,27077.0,643883.0,1441525.0,1528511.0,1276441.0,196442.0,753374.0,326625.0,28,2010
Mississippi,2978512.0,1770546.0,1115359.0,81113.0,36919.0,99900.0,689.0,36.1,1981.0,27597.0,650524.0,1446634.0,1531878.0,1281760.0,200769.0,754663.0,326328.0,28,2011
Mississippi,2984926.0,1768736.0,1123620.0,80121.0,37095.0,99800.0,666.0,36.2,1982.0,27272.0,698252.0,1442072.0,1542854.0,1283897.0,193376.0,743611.0,346910.0,28,2012
Mississippi,2991207.0,1764640.0,1128280.0,80455.0,37963.0,97500.0,708.0,36.6,1982.0,27956.0,695915.0,1451232.0,1539975.0,1283192.0,192190.0,733101.0,357901.0,28,2013
Mississippi,2994079.0,1761195.0,1132556.0,80566.0,39680.0,104000.0,711.0,36.7,1982.0,29818.0,623113.0,1457828.0,1536251.0,1294738.0,198915.0,741504.0,354319.0,28,2014
Mississippi,2992333.0,1758586.0,1128475.0,85758.0,40593.0,112700.0,724.0,37.0,1982.0,30057.0,637128.0,1448495.0,1543838.0,1300932.0,196561.0,744203.0,360168.0,28,2015
Mississippi,2988726.0,1748734.0,1134958.0,86733.0,41754.0,113900.0,728.0,37.2,1983.0,30591.0,602768.0,1440934.0,1547792.0,1307492.0,216247.0,734114.0,357131.0,28,2016
Mississippi,2984100.0,1735887.0,1134333.0,86035.0,43529.0,120200.0,742.0,37.5,1983.0,31366.0,571219.0,1446473.0,1537627.0,1323754.0,231774.0,748055.0,343925.0,28,2017
Mississippi,2986530.0,1735455.0,1135599.0,87126.0,44717.0,123300.0,777.0,37.7,1984.0,31760.0,567645.0,1446829.0,1539701.0,1332631.0,224001.0,756195.0,352435.0,28,2018
Mississippi,2976149.0,1726970.0,1130608.0,90143.0,45792.0,128200.0,777.0,38.3,1984.0,31363.0,564192.0,1434957.0,1541192.0,1339047.0,238818.0,740651.0,359578.0,28,2019
Mississippi,2963057.0,1690490.5,1097779.0,92005.5,47254.0,136900.0,804.0,38.45,1984.5,33218.0,559172.0,1435190.0,1527867.0,1335544.0,220624.0,763859.5,351060.5,28,2020
Mississippi,2949965.0,1654011.0,1064950.0,93868.0,48716.0,145600.0,831.0,38.6,1985.0,35073.0,554152.0,1435423.0,1514542.0,1332041.0,202430.0,787068.0,342543.0,28,2021
Mississippi,2940057.0,1638190.0,1075313.0,97177.0,52719.0,162500.0,873.0,38.9,1986.0,37958.0,544104.0,1426689.0,1513368.0,1342764.0,194424.0,803006.0,345334.0,28,2022
Missouri,5631910.0,4760327.0,627978.0,148994.0,41974.0,123100.0,593.0,37.4,1972.0,27481.0,748023.0,2746587.0,2885323.0,2592809.0,307529.0,1614217.0,671063.0,29,2005
Missouri,5842713.0,4905832.0,661535.0,160898.0,42841.0,131900.0,607.0,37.2,1973.0,27742.0,769584.0,2851831.0,2990882.0,2622995.0,317968.0,1628838.0,676189.0,29,2006
Missouri,5878415.0,4930507.0,664022.0,176878.0,45114.0,138600.0,618.0,37.5,1973.0,29098.0,742486.0,2865354.0,3013061.0,2647379.0,337753.0,1632012.0,677614.0,29,2007
Missouri,5911605.0,4975446.0,658199.0,186829.0,46867.0,141500.0,657.0,37.6,1973.0,30117.0,768092.0,2885591.0,3026014.0,2664062.0,334022.0,1633448.0,696592.0,29,2008
Missouri,5987580.0,5021359.0,669157.0,201997.0,45229.0,139700.0,668.0,37.6,1973.0,29226.0,849009.0,2928463.0,3059117.0,2682015.0,342331.0,1616365.0,723319.0,29,2009
Missouri,5996231.0,4983469.0,703257.0,213180.0,44301.0,139000.0,682.0,38.0,1975.0,30190.0,888570.0,2932383.0,3063848.0,2714017.0,363389.0,1621371.0,729257.0,29,2010
Missouri,6010688.0,4991510.0,688379.0,216372.0,45247.0,136900.0,708.0,38.0,1975.0,30410.0,920118.0,2945756.0,3064932.0,2723449.0,382375.0,1593031.0,748043.0,29,2011
Missouri,6021988.0,4981999.0,691631.0,221519.0,45321.0,135000.0,706.0,38.2,1975.0,30440.0,947792.0,2953591.0,3068397.0,2720087.0,360952.0,1591686.0,767449.0,29,2012
Missouri,6044171.0,5003971.0,692288.0,229748.0,46931.0,133200.0,734.0,38.1,1975.0,30888.0,931066.0,2960402.0,3083769.0,2719109.0,356256.0,1582412.0,780441.0,29,2013
Missouri,6063589.0,4990271.0,711601.0,233325.0,48363.0,138500.0,754.0,38.5,1975.0,31338.0,908628.0,2970513.0,3093076.0,2735803.0,380994.0,1575626.0,779183.0,29,2014
Missouri,6083672.0,5011327.0,709969.0,240413.0,50238.0,147800.0,763.0,38.4,1976.0,31801.0,875495.0,2983645.0,3100027.0,2746644.0,372464.0,1570137.0,804043.0,29,2015
Missouri,6093000.0,5011507.0,702946.0,243567.0,51746.0,151400.0,771.0,38.4,1976.0,32559.0,826954.0,2994651.0,3098349.0,2760226.0,388036.0,1567597.0,804593.0,29,2016
Missouri,6113532.0,5013597.0,698380.0,255803.0,53578.0,156700.0,800.0,38.5,1976.0,34249.0,795732.0,3002694.0,3110838.0,2792445.0,407310.0,1596870.0,788265.0,29,2017
Missouri,6126452.0,5035197.0,704327.0,253474.0,54478.0,162600.0,830.0,38.8,1976.0,35549.0,786330.0,3003165.0,3123287.0,2806296.0,371490.0,1625854.0,808952.0,29,2018
Missouri,6137428.0,5022939.0,703058.0,264334.0,57409.0,168000.0,834.0,38.9,1977.0,36761.0,770175.0,3008169.0,3129259.0,2819334.0,360997.0,1650019.0,808318.0,29,2019
Missouri,6152807.5,4899449.5,684936.5,272889.5,59628.0,183150.0,858.0,39.05,1977.5,38470.5,765743.0,3026675.0,3126132.5,2813483.0,349951.5,1674307.0,789224.5,29,2020
Missouri,6168187.0,4775960.0,666815.0,281445.0,61847.0,198300.0,882.0,39.2,1978.0,40180.0,761311.0,3045181.0,3123006.0,2807632.0,338906.0,1698595.0,770131.0,29,2021
Missouri,6177957.0,4796965.0,661117.0,291763.0,64811.0,221200.0,954.0,39.1,1978.0,42093.0,791030.0,3046351.0,3131606.0,2826295.0,304463.0,1704800.0,817032.0,29,2022
Montana,910651.0,824721.0,4135.0,20232.0,39301.0,131600.0,552.0,40.2,1972.0,23613.0,130441.0,452391.0,458260.0,428357.0,60089.0,254458.0,113810.0,30,2005
Montana,944632.0,847192.0,4470.0,20513.0,40627.0,155500.0,571.0,39.5,1973.0,23962.0,125655.0,471157.0,473475.0,432080.0,59890.0,260137.0,112053.0,30,2006
Montana,957861.0,858205.0,5961.0,25513.0,43531.0,170000.0,579.0,39.1,1973.0,24853.0,131790.0,478877.0,478984.0,435586.0,63632.0,258965.0,112989.0,30,2007
Montana,967440.0,867054.0,5205.0,27318.0,43654.0,180300.0,631.0,39.1,1974.0,26518.0,139707.0,481256.0,486184.0,438337.0,62739.0,257354.0,118244.0,30,2008
