State Name,Total Population,White Alone,Black or African American Alone,Hispanic or Latino,Median Household Income,Median Housing Value,Median Gross Rent,Median Age,Median Housing Construction Year,Total Employment,Below Poverty Level,Male Population,Female Population,Housing Units,Vacant Housing Units,Owner-Occupied Housing Units,Renter-Occupied Housing Units,State Code,Year
Montana,974989.0,871719.0,2944.0,27864.0,42322.0,176300.0,627.0,39.3,1974.0,25836.0,143028.0,485597.0,489392.0,441318.0,66031.0,259779.0,115508.0,30,2009
Montana,990898.0,890335.0,4835.0,28176.0,42666.0,181200.0,642.0,40.1,1975.0,26950.0,140969.0,499235.0,491663.0,483006.0,80259.0,280633.0,122114.0,30,2010
Montana,998199.0,891294.0,4305.0,29331.0,44222.0,184100.0,650.0,39.7,1975.0,26519.0,144054.0,500311.0,497888.0,489183.0,84933.0,274570.0,129680.0,30,2011
Montana,1005141.0,896467.0,3605.0,31465.0,45076.0,184800.0,681.0,40.2,1976.0,27451.0,152199.0,503458.0,501683.0,486161.0,77223.0,274196.0,134742.0,30,2012
Montana,1015165.0,904740.0,3221.0,33181.0,46972.0,190100.0,690.0,39.6,1976.0,28034.0,163637.0,507018.0,508147.0,485767.0,79479.0,271719.0,134569.0,30,2013
Montana,1023579.0,914571.0,5812.0,34668.0,46328.0,196800.0,711.0,39.6,1977.0,28465.0,153954.0,513409.0,510170.0,491515.0,80553.0,272856.0,138106.0,30,2014
Montana,1032949.0,918701.0,4725.0,37302.0,49509.0,209500.0,763.0,39.9,1977.0,30865.0,147287.0,519026.0,513923.0,494222.0,79418.0,276490.0,138314.0,30,2015
Montana,1042520.0,927374.0,3949.0,37090.0,50027.0,217200.0,741.0,40.1,1978.0,30777.0,135638.0,526023.0,516497.0,497749.0,81624.0,282995.0,133130.0,30,2016
Montana,1050493.0,930548.0,4635.0,38933.0,53386.0,231300.0,759.0,40.0,1978.0,31237.0,127777.0,526357.0,524136.0,510408.0,87317.0,292585.0,130506.0,30,2017
Montana,1062305.0,941438.0,5056.0,41605.0,55328.0,249200.0,811.0,40.1,1978.0,32219.0,135114.0,534782.0,527523.0,515161.0,83740.0,291018.0,140403.0,30,2018
Montana,1068778.0,940423.0,7787.0,40328.0,57153.0,253600.0,831.0,40.5,1979.0,35055.0,131882.0,537170.0,531608.0,519938.0,82287.0,301456.0,136195.0,30,2019
Montana,1086524.5,939806.0,6745.0,43874.0,60201.0,288200.0,857.0,40.3,1979.5,36175.0,130002.5,549040.5,537484.0,520927.0,77627.0,306658.5,136641.5,30,2020
Montana,1104271.0,939189.0,5703.0,47420.0,63249.0,322800.0,883.0,40.1,1980.0,37295.0,128123.0,560911.0,543360.0,521916.0,72967.0,311861.0,137088.0,30,2021
Montana,1122867.0,955850.0,3663.0,49830.0,67631.0,366400.0,1005.0,40.2,1982.0,40272.0,133233.0,567273.0,555594.0,529167.0,65095.0,319421.0,144651.0,30,2022
Nebraska,1706976.0,1529471.0,68389.0,122518.0,43849.0,113200.0,569.0,36.2,1967.0,26448.0,186178.0,844899.0,862077.0,766951.0,71359.0,474682.0,220910.0,31,2005
Nebraska,1768331.0,1566980.0,72095.0,130230.0,45474.0,119200.0,593.0,36.0,1968.0,26947.0,197037.0,876751.0,891580.0,774571.0,73683.0,475899.0,224989.0,31,2006
Nebraska,1774571.0,1582113.0,70333.0,132477.0,47085.0,122200.0,614.0,36.1,1968.0,28014.0,192822.0,879144.0,895427.0,780592.0,80864.0,481154.0,218574.0,31,2007
Nebraska,1783432.0,1585708.0,71178.0,139771.0,49693.0,126500.0,626.0,36.3,1969.0,29020.0,186727.0,883051.0,900381.0,785841.0,81698.0,487991.0,216152.0,31,2008
Nebraska,1796622.0,1583709.0,76793.0,149822.0,47357.0,123300.0,644.0,35.8,1969.0,28558.0,214765.0,890892.0,905730.0,789397.0,78174.0,478209.0,233014.0,31,2009
Nebraska,1830429.0,1627046.0,80630.0,168298.0,48408.0,127600.0,669.0,36.3,1969.0,29999.0,229923.0,906540.0,923889.0,797677.0,78373.0,484649.0,234655.0,31,2010
Nebraska,1842641.0,1624885.0,83693.0,173430.0,50296.0,127400.0,673.0,36.3,1970.0,30732.0,234710.0,912496.0,930145.0,801182.0,77382.0,484308.0,239492.0,31,2011
Nebraska,1855525.0,1634952.0,85483.0,178884.0,50723.0,128300.0,692.0,36.3,1970.0,31102.0,233973.0,923099.0,932426.0,804274.0,70704.0,486642.0,246928.0,31,2012
Nebraska,1868516.0,1650358.0,86010.0,183182.0,51440.0,132700.0,714.0,36.3,1971.0,30996.0,239433.0,925274.0,943242.0,806888.0,76309.0,482452.0,248127.0,31,2013
Nebraska,1881503.0,1660976.0,88620.0,190280.0,52686.0,133800.0,742.0,36.2,1971.0,31711.0,227310.0,936197.0,945306.0,814957.0,74192.0,488438.0,252327.0,31,2014
Nebraska,1896190.0,1671988.0,90535.0,196968.0,54996.0,141600.0,750.0,36.1,1972.0,32943.0,231321.0,942589.0,953601.0,820925.0,76766.0,490394.0,253765.0,31,2015
Nebraska,1907116.0,1674863.0,89879.0,202449.0,56927.0,148100.0,769.0,36.3,1972.0,33928.0,211453.0,950124.0,956992.0,827191.0,79629.0,488339.0,259223.0,31,2016
Nebraska,1920076.0,1677092.0,88952.0,209917.0,59970.0,155800.0,801.0,36.5,1973.0,36156.0,200909.0,959273.0,960803.0,837540.0,83050.0,500086.0,254404.0,31,2017
Nebraska,1929268.0,1666990.0,91221.0,214483.0,59566.0,161800.0,830.0,36.7,1973.0,36675.0,206341.0,961213.0,968055.0,845011.0,79521.0,505666.0,259824.0,31,2018
Nebraska,1934408.0,1666763.0,94659.0,219472.0,63229.0,172700.0,859.0,36.8,1973.0,38687.0,185761.0,966650.0,967758.0,851167.0,79723.0,511370.0,260074.0,31,2019
Nebraska,1949050.0,1603641.5,93147.0,226636.0,65023.0,188800.0,885.5,37.0,1974.0,39931.5,195806.5,976334.5,972715.5,852732.5,74019.5,521976.0,256737.0,31,2020
Nebraska,1963692.0,1540520.0,91635.0,233800.0,66817.0,204900.0,912.0,37.2,1975.0,41176.0,205852.0,986019.0,977673.0,854298.0,68316.0,532582.0,253400.0,31,2021
Nebraska,1967923.0,1543454.0,92208.0,241898.0,69597.0,232400.0,983.0,37.4,1975.0,43934.0,215838.0,988837.0,979086.0,863831.0,60674.0,529723.0,273434.0,31,2022
Nevada,2381281.0,1811535.0,170854.0,563999.0,49169.0,283400.0,861.0,35.2,1990.0,30510.0,262092.0,1204079.0,1177202.0,1019427.0,112708.0,550125.0,356594.0,32,2005
Nevada,2495529.0,1837860.0,183064.0,610051.0,52998.0,315200.0,917.0,35.6,1991.0,31568.0,253713.0,1272447.0,1223082.0,1065267.0,128439.0,580705.0,356123.0,32,2006
Nevada,2565382.0,1897158.0,190238.0,644485.0,55062.0,311300.0,980.0,35.7,1992.0,32365.0,269953.0,1301954.0,1263428.0,1102409.0,148342.0,576376.0,377691.0,32,2007
Nevada,2600167.0,2008916.0,192216.0,668532.0,56361.0,271500.0,1011.0,35.9,1992.0,32881.0,290197.0,1324346.0,1275821.0,1127100.0,174244.0,568425.0,384431.0,32,2008
Nevada,2643085.0,2013125.0,202700.0,700293.0,53341.0,207600.0,993.0,35.5,1993.0,32388.0,321940.0,1346479.0,1296606.0,1138045.0,172330.0,572214.0,393501.0,32,2009
Nevada,2704642.0,1970730.0,216792.0,720068.0,51001.0,174800.0,952.0,36.3,1993.0,31523.0,398027.0,1365498.0,1339144.0,1175070.0,185259.0,565869.0,423942.0,32,2010
Nevada,2723322.0,1948463.0,222551.0,737221.0,48927.0,158000.0,936.0,36.7,1993.0,30986.0,426741.0,1372750.0,1350572.0,1183917.0,201565.0,552991.0,429361.0,32,2011
Nevada,2758931.0,1922203.0,227696.0,752051.0,49760.0,150700.0,944.0,36.8,1993.0,31498.0,446840.0,1391864.0,1367067.0,1182842.0,176237.0,552324.0,454281.0,32,2012
Nevada,2790136.0,1906864.0,234179.0,767054.0,51230.0,165300.0,952.0,37.1,1993.0,31372.0,433576.0,1403068.0,1387068.0,1186936.0,184365.0,544455.0,458116.0,32,2013
Nevada,2839099.0,1931264.0,242994.0,790038.0,51450.0,192100.0,955.0,37.4,1994.0,31520.0,426730.0,1426744.0,1412355.0,1198969.0,177450.0,547905.0,473614.0,32,2014
Nevada,2890845.0,1952341.0,246720.0,813394.0,52431.0,221400.0,980.0,37.8,1994.0,31999.0,418243.0,1447456.0,1443389.0,1209864.0,167799.0,562960.0,479105.0,32,2015
Nevada,2940058.0,1966690.0,260993.0,836626.0,55180.0,239500.0,1003.0,37.9,1994.0,32329.0,399420.0,1473153.0,1466905.0,1221759.0,166601.0,578762.0,476396.0,32,2016
Nevada,2998039.0,1936859.0,274550.0,864663.0,58003.0,258200.0,1051.0,38.0,1994.0,35063.0,384120.0,1506252.0,1491787.0,1249733.0,155120.0,619309.0,475304.0,32,2017
Nevada,3034392.0,1924976.0,280385.0,881145.0,58646.0,292200.0,1108.0,38.2,1994.0,36103.0,387327.0,1522374.0,1512018.0,1268717.0,138907.0,641551.0,488259.0,32,2018
Nevada,3080156.0,1989116.0,296184.0,900599.0,63276.0,317800.0,1168.0,38.4,1994.0,36879.0,379564.0,1544779.0,1535377.0,1285681.0,142124.0,647518.0,496039.0,32,2019
Nevada,3112073.5,1774563.0,292150.5,920679.0,64775.0,345400.0,1239.5,38.55,1995.0,38574.0,408474.5,1564993.0,1547080.5,1295607.5,128139.0,676033.0,491435.5,32,2020
Nevada,3143991.0,1560010.0,288117.0,940759.0,66274.0,373000.0,1311.0,38.7,1996.0,40269.0,437385.0,1585207.0,1558784.0,1305534.0,114154.0,704548.0,486832.0,32,2021
Nevada,3177772.0,1561784.0,297866.0,961357.0,72333.0,434700.0,1461.0,39.0,1997.0,41774.0,390848.0,1599922.0,1577850.0,1328788.0,130432.0,722684.0,475672.0,32,2022
New Hampshire,1272486.0,1214616.0,10456.0,27933.0,56768.0,240100.0,854.0,39.5,1973.0,32750.0,95090.0,628494.0,643992.0,583324.0,86270.0,362854.0,134200.0,33,2005
New Hampshire,1314895.0,1250231.0,13842.0,29721.0,59683.0,253200.0,861.0,39.3,1974.0,33343.0,102404.0,647282.0,667613.0,589840.0,85337.0,363652.0,140851.0,33,2006
New Hampshire,1315828.0,1247023.0,12546.0,32621.0,62369.0,261800.0,892.0,39.8,1974.0,35003.0,90204.0,647176.0,668652.0,594126.0,92621.0,371658.0,129847.0,33,2007
New Hampshire,1315809.0,1247710.0,12940.0,34605.0,63731.0,264700.0,914.0,40.3,1974.0,35446.0,97158.0,647416.0,668393.0,597088.0,91802.0,365450.0,139836.0,33,2008
New Hampshire,1324575.0,1251946.0,16641.0,36601.0,60567.0,249700.0,918.0,40.4,1975.0,34779.0,109213.0,653759.0,670816.0,600087.0,93745.0,367316.0,139026.0,33,2009
New Hampshire,1316759.0,1238424.0,15448.0,36941.0,61042.0,243000.0,951.0,41.3,1975.0,35728.0,105786.0,647349.0,669410.0,614996.0,99565.0,369448.0,145983.0,33,2010
New Hampshire,1318194.0,1240868.0,14655.0,38497.0,62647.0,237500.0,939.0,41.5,1976.0,36620.0,112715.0,651060.0,667134.0,617702.0,101248.0,369070.0,147384.0,33,2011
New Hampshire,1320718.0,1241905.0,16515.0,40138.0,63280.0,236000.0,967.0,41.9,1976.0,37079.0,128466.0,648288.0,672430.0,617005.0,97868.0,367863.0,151274.0,33,2012
New Hampshire,1323459.0,1236757.0,16100.0,41805.0,64230.0,233300.0,995.0,42.3,1976.0,37150.0,111495.0,652662.0,670797.0,616496.0,97250.0,364255.0,154991.0,33,2013
New Hampshire,1326813.0,1239410.0,17009.0,42452.0,66532.0,236400.0,994.0,42.5,1977.0,37782.0,117983.0,654814.0,671999.0,619865.0,100109.0,364996.0,154760.0,33,2014
New Hampshire,1330608.0,1245262.0,21292.0,44355.0,70303.0,244500.0,1017.0,42.8,1977.0,40124.0,106046.0,657716.0,672892.0,622604.0,104989.0,366739.0,150876.0,33,2015
New Hampshire,1334795.0,1247155.0,16671.0,47271.0,70936.0,251100.0,1026.0,42.7,1976.0,38898.0,94289.0,664722.0,670073.0,625337.0,104694.0,365021.0,155622.0,33,2016
New Hampshire,1342795.0,1249751.0,22409.0,50393.0,73381.0,263600.0,1072.0,43.2,1978.0,41201.0,99966.0,665741.0,677054.0,634689.0,105989.0,369037.0,159663.0,33,2017
New Hampshire,1356458.0,1253931.0,23432.0,52648.0,74991.0,270000.0,1090.0,43.1,1977.0,41616.0,100220.0,669442.0,687016.0,638112.0,106900.0,378742.0,152470.0,33,2018
New Hampshire,1359711.0,1258576.0,22000.0,54182.0,77933.0,281400.0,1147.0,43.0,1977.0,43653.0,95711.0,672960.0,686751.0,642298.0,100902.0,384166.0,157230.0,33,2019
New Hampshire,1374351.5,1240003.5,21145.5,57252.5,83199.0,313300.0,1205.0,43.05,1977.5,46600.0,96557.0,683097.0,691254.5,643138.5,98427.5,390695.5,154015.5,33,2020
New Hampshire,1388992.0,1221431.0,20291.0,60323.0,88465.0,345200.0,1263.0,43.1,1978.0,49547.0,97403.0,693234.0,695758.0,643979.0,95953.0,397225.0,150801.0,33,2021
New Hampshire,1395231.0,1221437.0,19004.0,63479.0,89992.0,384700.0,1396.0,43.3,1980.0,52044.0,98057.0,696786.0,698445.0,648571.0,91351.0,402656.0,154564.0,33,2022
New Jersey,8521427.0,5954926.0,1130967.0,1307412.0,61672.0,333900.0,935.0,38.0,1963.0,38437.0,738969.0,4138329.0,4383098.0,3443981.0,302025.0,2114072.0,1027884.0,34,2005
New Jersey,8724560.0,6073160.0,1187161.0,1364699.0,64470.0,366600.0,974.0,38.2,1963.0,38940.0,741873.0,4260169.0,4464391.0,3472782.0,337292.0,2110308.0,1025182.0,34,2006
New Jersey,8685920.0,6037580.0,1185829.0,1382029.0,67035.0,372300.0,1026.0,38.4,1964.0,40574.0,729211.0,4251992.0,4433928.0,3498786.0,348876.0,2118998.0,1030912.0,34,2007
New Jersey,8682661.0,6144121.0,1182998.0,1418545.0,70378.0,364100.0,1068.0,38.7,1964.0,41158.0,741472.0,4251963.0,4430698.0,3515923.0,361911.0,2113974.0,1040038.0,34,2008
New Jersey,8707740.0,6154878.0,1188841.0,1452817.0,68342.0,348300.0,1108.0,38.7,1965.0,40797.0,799099.0,4267434.0,4440306.0,3524954.0,370028.0,2086551.0,1068375.0,34,2009
New Jersey,8801624.0,6103285.0,1186144.0,1564037.0,67681.0,339200.0,1114.0,39.0,1965.0,41212.0,884789.0,4284049.0,4517575.0,3554909.0,382488.0,2106728.0,1065693.0,34,2010
New Jersey,8821155.0,6104543.0,1182905.0,1600690.0,67458.0,324900.0,1135.0,39.2,1965.0,41653.0,897376.0,4298542.0,4522613.0,3562720.0,395091.0,2060480.0,1107149.0,34,2011
New Jersey,8864590.0,6111675.0,1207688.0,1641399.0,69667.0,311600.0,1148.0,39.4,1966.0,41738.0,934943.0,4321436.0,4543154.0,3574763.0,375964.0,2081481.0,1117318.0,34,2012
New Jersey,8899339.0,6068475.0,1215836.0,1684014.0,70165.0,307700.0,1171.0,39.4,1966.0,41591.0,998549.0,4343749.0,4555590.0,3578260.0,402121.0,2034223.0,1141916.0,34,2013
New Jersey,8938175.0,6053656.0,1212054.0,1729172.0,71919.0,313200.0,1202.0,39.4,1966.0,41744.0,972903.0,4363391.0,4574784.0,3591847.0,397003.0,2021062.0,1173782.0,34,2014
New Jersey,8958013.0,6060267.0,1198613.0,1762179.0,72222.0,322600.0,1214.0,39.6,1967.0,41982.0,946114.0,4374892.0,4583121.0,3593722.0,405759.0,2009034.0,1178929.0,34,2015
New Jersey,8944469.0,6090908.0,1194585.0,1786669.0,76126.0,328200.0,1244.0,39.5,1967.0,44321.0,915913.0,4370211.0,4574258.0,3604688.0,410169.0,2019927.0,1174592.0,34,2016
New Jersey,9005644.0,6112238.0,1217572.0,1840433.0,80088.0,334900.0,1284.0,39.8,1967.0,45655.0,882673.0,4396848.0,4608796.0,3615891.0,397093.0,2053929.0,1164869.0,34,2017
New Jersey,8908520.0,5956539.0,1207995.0,1839359.0,81740.0,344000.0,1336.0,40.0,1967.0,47517.0,832133.0,4350386.0,4558134.0,3628198.0,378631.0,2078948.0,1170619.0,34,2018
New Jersey,8882190.0,5964295.0,1203843.0,1856845.0,85751.0,348800.0,1376.0,40.2,1968.0,49459.0,798262.0,4342591.0,4539599.0,3641854.0,355590.0,2081798.0,1204466.0,34,2019
New Jersey,9074660.0,5513591.5,1198964.0,1924240.0,87523.5,369300.0,1416.5,40.25,1968.5,50932.0,864432.0,4453075.5,4621584.5,3710722.5,318618.0,2167386.0,1224718.5,34,2020
New Jersey,9267130.0,5062888.0,1194085.0,1991635.0,89296.0,389800.0,1457.0,40.3,1969.0,52405.0,930602.0,4563560.0,4703570.0,3779591.0,281646.0,2252974.0,1244971.0,34,2021
New Jersey,9261699.0,5008587.0,1169436.0,2028470.0,96346.0,428900.0,1555.0,40.4,1970.0,54939.0,882045.0,4564704.0,4696995.0,3785097.0,268119.0,2272995.0,1243983.0,34,2022
New Mexico,1887200.0,1311829.0,35604.0,822224.0,37492.0,125500.0,587.0,36.2,1979.0,24525.0,347759.0,921347.0,965853.0,838668.0,110848.0,504354.0,223466.0,35,2005
New Mexico,1954599.0,1325762.0,39654.0,860687.0,40629.0,141200.0,617.0,35.2,1979.0,25445.0,353694.0,963767.0,990832.0,850153.0,124120.0,505915.0,220118.0,35,2006
New Mexico,1969915.0,1360378.0,44646.0,874685.0,41452.0,155400.0,637.0,36.0,1979.0,26488.0,349159.0,977250.0,992665.0,862095.0,127248.0,514491.0,220356.0,35,2007
New Mexico,1984356.0,1457480.0,45193.0,891011.0,43508.0,165100.0,668.0,36.0,1979.0,27045.0,332769.0,979396.0,1004960.0,871721.0,130322.0,512854.0,228545.0,35,2008
New Mexico,2009671.0,1456668.0,43413.0,915738.0,43028.0,160900.0,680.0,35.5,1980.0,27151.0,353594.0,989014.0,1020657.0,878066.0,135962.0,514530.0,227574.0,35,2009
New Mexico,2065932.0,1515500.0,40588.0,959411.0,42090.0,161200.0,699.0,36.7,1981.0,28281.0,413851.0,1020996.0,1044936.0,902242.0,137059.0,519864.0,245319.0,35,2010
New Mexico,2082224.0,1492790.0,44365.0,973051.0,41963.0,159000.0,729.0,36.6,1981.0,28278.0,439914.0,1036558.0,1045666.0,908168.0,140883.0,523004.0,244281.0,35,2011
New Mexico,2085538.0,1499853.0,42843.0,979724.0,42558.0,157500.0,753.0,36.8,1981.0,29185.0,426245.0,1034877.0,1050661.0,906838.0,141842.0,518106.0,246890.0,35,2012
New Mexico,2085287.0,1569585.0,41733.0,986553.0,43872.0,159200.0,772.0,36.9,1981.0,29636.0,448461.0,1034144.0,1051143.0,905134.0,151627.0,511693.0,241814.0,35,2013
New Mexico,2085572.0,1525459.0,41277.0,994154.0,44803.0,158400.0,777.0,37.2,1981.0,28848.0,436153.0,1032779.0,1052793.0,912910.0,151994.0,509151.0,251765.0,35,2014
New Mexico,2085109.0,1530670.0,47873.0,1001264.0,45382.0,164100.0,783.0,37.4,1982.0,29074.0,417834.0,1035143.0,1049966.0,914979.0,153182.0,513843.0,247954.0,35,2015
New Mexico,2081015.0,1539634.0,41043.0,1009876.0,46748.0,167500.0,804.0,37.7,1983.0,30294.0,404463.0,1030224.0,1050791.0,917641.0,159277.0,511099.0,247265.0,35,2016
New Mexico,2088070.0,1582020.0,44431.0,1018344.0,46744.0,171300.0,813.0,37.7,1982.0,30890.0,401755.0,1034144.0,1053926.0,937976.0,170271.0,521450.0,246255.0,35,2017
New Mexico,2095428.0,1599938.0,46064.0,1029229.0,47169.0,174700.0,830.0,38.1,1982.0,31271.0,399456.0,1039641.0,1055787.0,943232.0,149139.0,525349.0,268744.0,35,2018
New Mexico,2096829.0,1549953.0,48337.0,1032950.0,51945.0,180900.0,847.0,38.6,1983.0,31796.0,373230.0,1036708.0,1060121.0,948470.0,155050.0,540052.0,253368.0,35,2019
New Mexico,2106353.0,1252488.5,45580.5,1046093.0,52968.5,197450.0,876.5,38.85,1983.5,34307.5,378014.0,1044531.5,1061821.5,948256.0,134542.5,559880.0,253833.5,35,2020
New Mexico,2115877.0,955024.0,42824.0,1059236.0,53992.0,214000.0,906.0,39.1,1984.0,36819.0,382798.0,1052355.0,1063522.0,948042.0,114035.0,579708.0,254299.0,35,2021
New Mexico,2113344.0,979928.0,45057.0,1059867.0,59726.0,243100.0,955.0,39.4,1984.0,38723.0,364725.0,1047785.0,1065559.0,956743.0,108525.0,601666.0,246552.0,35,2022
New York,18655275.0,12508643.0,2858062.0,3028658.0,49480.0,258900.0,841.0,37.5,1954.0,33285.0,2565836.0,8993239.0,9662036.0,7853020.0,738589.0,3936378.0,3178053.0,36,2005
New York,19306183.0,12816272.0,2990260.0,3139590.0,51384.0,303400.0,875.0,37.4,1954.0,32862.0,2662199.0,9349093.0,9957090.0,7907514.0,819138.0,3940942.0,3147434.0,36,2006
New York,19297729.0,12742889.0,3010970.0,3159732.0,53514.0,311000.0,907.0,37.7,1954.0,34540.0,2570014.0,9363428.0,9934301.0,7940072.0,840132.0,3941790.0,3158150.0,36,2007
New York,19490297.0,13092844.0,3101231.0,3248527.0,56033.0,318900.0,953.0,38.0,1954.0,35641.0,2581491.0,9461978.0,10028319.0,7977383.0,839901.0,3946375.0,3191107.0,36,2008
New York,19541453.0,13162838.0,3068887.0,3274177.0,54659.0,306000.0,984.0,38.1,1954.0,35994.0,2691757.0,9497213.0,10044240.0,8017978.0,830423.0,3955096.0,3232459.0,36,2009
New York,19392283.0,12775673.0,3015272.0,3434888.0,54148.0,296500.0,1020.0,38.0,1955.0,36187.0,2821470.0,9387534.0,10004749.0,8108211.0,911784.0,3904123.0,3292304.0,36,2010
New York,19465197.0,12710382.0,3036099.0,3496401.0,55246.0,285300.0,1058.0,38.1,1956.0,36182.0,3027342.0,9438007.0,10027190.0,8119804.0,931866.0,3851687.0,3336251.0,36,2011
New York,19570261.0,12767396.0,3046610.0,3553686.0,56448.0,280900.0,1079.0,38.1,1955.0,36872.0,3025016.0,9485872.0,10084389.0,8123585.0,884663.0,3883893.0,3355029.0,36,2012
New York,19651127.0,12695280.0,3079582.0,3606708.0,57369.0,277600.0,1109.0,38.2,1956.0,36935.0,3055645.0,9536179.0,10114948.0,8126399.0,907043.0,3873299.0,3346057.0,36,2013
New York,19746227.0,12634312.0,3093476.0,3670289.0,58878.0,279100.0,1148.0,38.2,1956.0,37232.0,3062938.0,9574309.0,10171918.0,8191528.0,909130.0,3857906.0,3424492.0,36,2014
New York,19795791.0,12621132.0,3081333.0,3725193.0,60850.0,293500.0,1173.0,38.3,1956.0,38611.0,2970032.0,9616592.0,10179199.0,8207161.0,973467.0,3838902.0,3394792.0,36,2015
New York,19745289.0,12530463.0,3080534.0,3747614.0,62909.0,302400.0,1194.0,38.4,1956.0,40114.0,2832824.0,9582050.0,10163239.0,8232039.0,1022985.0,3841170.0,3367884.0,36,2016
New York,19849399.0,12523357.0,3136984.0,3811654.0,64894.0,314500.0,1226.0,38.7,1956.0,40913.0,2722257.0,9637896.0,10211503.0,8327621.0,1023289.0,3930033.0,3374299.0,36,2017
New York,19542209.0,12375601.0,3069259.0,3752523.0,67844.0,325500.0,1274.0,39.0,1957.0,42309.0,2591391.0,9491313.0,10050896.0,8363847.0,996832.0,3953785.0,3413230.0,36,2018
New York,19453561.0,12293680.0,3084304.0,3749257.0,72108.0,338700.0,1309.0,39.2,1957.0,44815.0,2467006.0,9450810.0,10002751.0,8404205.0,957393.0,3985516.0,3461296.0,36,2019
New York,19644737.0,11658258.0,2948334.0,3806797.0,73211.0,353750.0,1359.0,39.5,1957.5,46824.0,2577796.5,9573691.5,10071045.5,8467383.0,917644.0,4112276.5,3437462.5,36,2020
New York,19835913.0,11022836.0,2812364.0,3864337.0,74314.0,368800.0,1409.0,39.8,1958.0,48833.0,2688587.0,9696573.0,10139340.0,8530561.0,877895.0,4239037.0,3413629.0,36,2021
New York,19677151.0,10866983.0,2827785.0,3867299.0,79557.0,400400.0,1499.0,40.0,1959.0,51155.0,2734819.0,9628899.0,10048252.0,8585784.0,811476.0,4204337.0,3569971.0,36,2022
North Carolina,8411041.0,6005471.0,1765698.0,533087.0,40729.0,127600.0,635.0,36.2,1981.0,26950.0,1262770.0,4112482.0,4298559.0,3940554.0,530714.0,2325140.0,1084700.0,37,2005
North Carolina,8856505.0,6224663.0,1892469.0,597382.0,42625.0,137200.0,656.0,36.6,1982.0,27519.0,1261078.0,4343478.0,4513027.0,4026558.0,572490.0,2350798.0,1103270.0,37,2006
North Carolina,9061032.0,6340312.0,1928080.0,639623.0,44670.0,145700.0,678.0,36.8,1983.0,29615.0,1258988.0,4425403.0,4635629.0,4124066.0,583191.0,2418252.0,1122623.0,37,2007
North Carolina,9222414.0,6492030.0,1957485.0,682516.0,46549.0,154500.0,694.0,37.0,1983.0,30188.0,1301929.0,4511067.0,4711347.0,4200447.0,605272.0,2451157.0,1144018.0,37,2008
North Carolina,9380884.0,6609224.0,1972003.0,715703.0,43674.0,155500.0,720.0,36.9,1984.0,29138.0,1478214.0,4580153.0,4800731.0,4258573.0,612478.0,2449917.0,1196178.0,37,2009
North Carolina,9561558.0,6666233.0,2050395.0,804826.0,43326.0,154200.0,731.0,37.3,1985.0,29968.0,1627602.0,4657156.0,4904402.0,4333479.0,662620.0,2465551.0,1205308.0,37,2010
North Carolina,9656401.0,6768523.0,2091558.0,828104.0,43916.0,153700.0,745.0,37.7,1985.0,30103.0,1680963.0,4687843.0,4968558.0,4362956.0,679592.0,2449902.0,1233462.0,37,2011
North Carolina,9752073.0,6817441.0,2107908.0,844896.0,45150.0,150100.0,756.0,37.8,1985.0,30363.0,1713132.0,4751047.0,5001026.0,4375400.0,644075.0,2441626.0,1289699.0,37,2012
North Carolina,9848060.0,6811501.0,2121712.0,867205.0,45906.0,154300.0,778.0,37.9,1986.0,30593.0,1715397.0,4795976.0,5052084.0,4394515.0,637035.0,2414717.0,1342763.0,37,2013
North Carolina,9943964.0,6869207.0,2154387.0,890601.0,46556.0,155000.0,803.0,38.3,1986.0,30805.0,1668686.0,4842403.0,5101561.0,4452464.0,661844.0,2435384.0,1355236.0,37,2014
North Carolina,10042802.0,6934715.0,2172492.0,911674.0,47830.0,160100.0,827.0,38.4,1987.0,31308.0,1607835.0,4896006.0,5146796.0,4491090.0,647345.0,2455141.0,1388604.0,37,2015
North Carolina,10146788.0,6989065.0,2182212.0,931110.0,50584.0,165400.0,839.0,38.7,1987.0,32047.0,1521880.0,4933381.0,5213407.0,4540697.0,658274.0,2493388.0,1389035.0,37,2016
North Carolina,10273419.0,7066745.0,2206579.0,962466.0,52752.0,171200.0,861.0,38.8,1988.0,33815.0,1471339.0,4998538.0,5274881.0,4622656.0,667587.0,2586616.0,1368453.0,37,2017
North Carolina,10383620.0,7098569.0,2222533.0,995529.0,53855.0,180600.0,900.0,38.9,1988.0,35151.0,1417873.0,5052244.0,5331376.0,4684962.0,673500.0,2612904.0,1398558.0,37,2018
North Carolina,10488084.0,7144510.0,2253481.0,1022995.0,57341.0,193200.0,931.0,39.1,1989.0,36159.0,1386122.0,5094327.0,5393757.0,4748148.0,701800.0,2642709.0,1403639.0,37,2019
North Carolina,10519623.0,6865981.5,2185907.0,1046498.0,59656.5,215050.0,978.5,39.25,1990.0,38311.0,1382371.5,5121825.0,5397798.0,4774923.0,661933.0,2718460.0,1394530.0,37,2020
North Carolina,10551162.0,6587453.0,2118333.0,1070001.0,61972.0,236900.0,1026.0,39.4,1991.0,40463.0,1378621.0,5149323.0,5401839.0,4801698.0,622066.0,2794211.0,1385421.0,37,2021
