Unit,Adaptive Treatment,Fraction Treated,Treatment Effect Function,Method,NMAE,NMAE Treated Only,MSE,MSE Treated Only,Time Taken,Experiment ID,Estimated ATE,True ATE,Estimated ATT,True ATT
State Name,True,0.05,additive,DID,0.9997926366098637,0.981333789133767,67987561678.230034,4318025168.266217,0.012630701065063477,251fd39f-5023-4b0f-b2dd-80aa12ea11c9,-1855.95890260398,-171542.5157051282,-54286.797901166414,-55740.846791254684
State Name,True,0.05,additive,DC-PR,1.0424386015254026,4.820191618297304,72555019346.56763,137916161967.14062,0.0067861080169677734,251fd39f-5023-4b0f-b2dd-80aa12ea11c9,7280.024468675053,-171542.5157051282,212940.71570874532,-55740.846791254684
State Name,True,0.05,additive,MC-NNM,1.0423134706059516,4.808927720042075,72538393930.51198,137429868547.51292,0.5421862602233887,251fd39f-5023-4b0f-b2dd-80aa12ea11c9,7258.559195959941,-171542.5157051282,212312.85648182826,-55740.846791254684
State Name,True,0.05,additive,PaCE_1,0.8746145128918673,0.805588627076575,57526923331.8815,5523790988.476371,0.28102707862854004,251fd39f-5023-4b0f-b2dd-80aa12ea11c9,-34303.81521487819,-171542.5157051282,-34303.815214878196,-55740.846791254684
State Name,True,0.05,additive,PaCE_2,0.6929100550272086,0.5085870510426281,41811285498.72933,2819715397.9385347,1.2843544483184814,251fd39f-5023-4b0f-b2dd-80aa12ea11c9,-59473.49108869919,-171542.5157051282,-40238.46486789134,-55740.846791254684
State Name,True,0.05,additive,PaCE_3,0.6695920094834349,0.4389883476681366,41613856921.06809,2627118198.9921465,3.508809804916382,251fd39f-5023-4b0f-b2dd-80aa12ea11c9,-61663.476372214514,-171542.5157051282,-40665.81406557596,-55740.846791254684
State Name,True,0.05,additive,PaCE_4,0.6695920458851295,0.43898834345143645,41613860476.962326,2627118640.428205,6.558579683303833,251fd39f-5023-4b0f-b2dd-80aa12ea11c9,-61663.46571614985,-171542.5157051282,-40665.80670663765,-55740.846791254684
State Name,True,0.05,additive,PaCE_5,0.6695920620435555,0.4389883415914122,41613862055.18819,2627118836.3640175,7.051185607910156,251fd39f-5023-4b0f-b2dd-80aa12ea11c9,-61663.46098526067,-171542.5157051282,-40665.803438473275,-55740.846791254684
State Name,True,0.05,additive,PaCE_6,0.6695920769760482,0.438988339877731,41613863513.5822,2627119017.4279428,7.487222671508789,251fd39f-5023-4b0f-b2dd-80aa12ea11c9,-61663.456612970236,-171542.5157051282,-40665.80041755566,-55740.846791254684
State Name,True,0.05,additive,PaCE_7,0.6695920907750824,0.4389883382979752,41613864861.20806,2627119184.7434816,8.006243228912354,251fd39f-5023-4b0f-b2dd-80aa12ea11c9,-61663.45257231624,-171542.5157051282,-40665.797625421284,-55740.846791254684
