Unit,Adaptive Treatment,Fraction Treated,Treatment Effect Function,Method,NMAE,NMAE Treated Only,MSE,MSE Treated Only,Time Taken,Experiment ID,Estimated ATE,True ATE,Estimated ATT,True ATT
State Name,True,0.05,additive,MC-NNM (mine),0.9904182440623488,0.21512473404612906,59688210089.27536,473425817.63347614,0.006730079650878906,f351106f-8bf9-4000-b392-fba200b6a429,-1757.6451372839813,-171542.51570512817,-51411.120265556456,-61255.0793090355
State Name,True,0.05,additive,MC-NNM (mine),0.9897057882873687,0.20327172428747606,66460996516.44347,473497072.96377766,0.0033049583435058594,6a13db78-3af9-4bda-87e1-d3fcbf658d49,-1879.8537514052568,-171542.5157051282,-54985.72222860377,-64830.67009840433
State Name,False,0.05,additive,MC-NNM (mine),0.9814023580990102,0.10234490351665654,65517683369.18233,551610095.8304863,0.00966501235961914,d927efab-f073-4bbb-9ae1-87e8d8af7552,-3355.2691123109303,-171542.5157051282,-196283.24307018943,-207910.3076304748
State Name,False,0.05,additive,MC-NNM (mine),0.995555828241292,0.6892393134782038,31108262288.89488,30824329811.887123,0.007914066314697266,9dd1e402-94f6-4d47-9f1e-83851538a548,-3802.1034307175496,-171542.5157051282,-254197.77222511618,-164015.29556012014
State Name,True,0.05,multiplicative,MC-NNM (mine),0.9880853391563943,0.1806407644509541,99577220639.97554,473677185.0569246,0.0030341148376464844,52aa006d-a85b-4675-ad8f-c34019a1f315,-2157.809854124363,-171542.5157051282,-63115.93823313762,-72963.38538899989
State Name,True,0.05,multiplicative,MC-NNM (mine),0.9870421477161929,0.16857972467018104,75587004294.36006,473946773.0127141,0.0031921863555908203,6b502063-cdc2-437c-9bf3-a1e11a849744,-2336.731886198378,-171542.5157051282,-68349.40767130256,-78200.5952489235
State Name,False,0.05,multiplicative,MC-NNM (mine),0.9897199741284981,0.05739874451047428,143712040351.00546,374201478.0355287,0.003949165344238281,9505fdfa-0d15-4992-9d8e-8676221d015d,-1772.389061837445,-171542.5157051282,-276492.69364664145,-291851.92818451003
State Name,False,0.05,multiplicative,MC-NNM (mine),0.9856453851557625,0.19932269377545833,60963274431.15161,876503944.9289944,0.007048845291137695,1f40753f-621e-4f69-bd58-011c6396d4f2,-2665.647220453735,-171542.51570512823,-99801.83193378785,-115144.08678401369
State Name,True,0.1,additive,MC-NNM (mine),0.9803046048755459,0.17306207051856246,56550072943.67767,525900719.90851563,0.0036830902099609375,b196a5cb-1588-4cad-a2e3-38689a9abeb0,-3576.6395383277713,-171542.5157051282,-69744.47099739155,-79670.61539515223
State Name,True,0.1,additive,MC-NNM (mine),0.9857287983338563,0.22409490477254607,59233868117.13644,525871661.4092576,0.0036520957946777344,2fbcecca-8890-4c39-b076-0f48e622c68d,-2646.160062997013,-171542.5157051282,-51600.12122844176,-61525.949622669694
State Name,False,0.1,additive,MC-NNM (mine),0.962879597036003,0.1213023489444844,55254745439.40917,590160742.2838608,0.006931781768798828,57fb98a2-07a5-4a61-8768-63c0f83db66d,-6925.429789059943,-171542.5157051282,-140917.44092521968,-147456.19006207428
State Name,False,0.1,additive,MC-NNM (mine),0.9541862961079031,0.14864198975315468,33712846346.413662,1698378110.7330587,0.011803150177001953,e4f72918-c77d-4e54-bb97-c8c8b3299168,-8664.750946892951,-171542.5157051282,-184322.88377935914,-196371.34964590854
State Name,True,0.1,multiplicative,MC-NNM (mine),0.9965360243215552,0.5432894035991198,144247906515.06903,525517646.3938947,0.003362894058227539,13530e8f-eace-44ec-950f-8c3f5c412ce6,-792.265177217303,-171542.5157051282,-15449.170955737407,-25371.14878577059
State Name,True,0.1,multiplicative,MC-NNM (mine),0.9522320154658906,0.07963159703636287,28023984360.25297,529386967.62595034,0.0038809776306152344,eea9263c-f9e6-4330-9d11-428db0870092,-8392.243792250918,-171542.51570512817,-163648.7539488929,-173612.74475503256
State Name,False,0.1,multiplicative,MC-NNM (mine),0.95769767709813,0.2887278037641895,62654070992.97321,4450212404.744512,0.011108875274658203,21e763e1-a35a-41e4-a43b-ea40eb04f0eb,-7286.800600430749,-171542.5157051282,-124008.09749096692,-173625.42333415122
State Name,False,0.1,multiplicative,MC-NNM (mine),0.9502718923342144,0.1397102393150915,67434872387.85762,2986284130.9084373,0.012063980102539062,a97f6bcd-adef-48ca-97e5-dc9c22f3a412,-8648.951658862858,-171542.5157051282,-192748.06554037228,-220981.29399342422
