Unit,Adaptive Treatment,Fraction Treated,Treatment Effect Function,Method,NMAE,NMAE Treated Only
CLIENT_ZIP,True,0.05,additive,My Estimator,0.43751944441561974,0.07068987585702956
CLIENT_ZIP,True,0.05,additive,MCNNM,0.0,0.1210778909611045
CLIENT_ZIP,True,0.05,additive,LinearDML,0.05979179622859936,0.04611423083735847
CLIENT_ZIP,True,0.05,additive,DML,0.7047209711277997,0.6743240851481549
CLIENT_ZIP,True,0.05,additive,CausalForestDML,333.5761941100811,0.16847057524577158
CLIENT_ZIP,True,0.05,additive,DRLearner,25.12019012114409,185.97253262184694
CLIENT_ZIP,True,0.05,additive,ForestDRLearner,1.2664830150003676,5.7308122987019745
CLIENT_ZIP,True,0.05,additive,XLearner,1.0625993141972265,1.8388208889147002
CLIENT_ZIP,True,0.05,additive,Causal Forest (R),0.4605994706716496,0.06153647109338083
CLIENT_ZIP,True,0.05,additive,My Estimator,0.4390641057653751,0.07501145545611217
CLIENT_ZIP,True,0.05,additive,MCNNM,0.0,0.12403266757170153
CLIENT_ZIP,True,0.05,additive,LinearDML,0.04096804215701092,0.03937856709926662
CLIENT_ZIP,True,0.05,additive,DML,1.0,1.0
CLIENT_ZIP,True,0.05,additive,CausalForestDML,243.50437092133157,0.16507433461047016
CLIENT_ZIP,True,0.05,additive,DRLearner,7.759556798434499,59.89749878768862
CLIENT_ZIP,True,0.05,additive,ForestDRLearner,1.1035118042861827,1.9924544182007395
CLIENT_ZIP,True,0.05,additive,XLearner,1.0796921128284394,1.9056520349006867
CLIENT_ZIP,True,0.05,additive,Causal Forest (R),0.46049237595595405,0.062118439699295536
CLIENT_ZIP,True,0.05,additive,My Estimator,0.44028651004052943,0.08264488224532503
CLIENT_ZIP,True,0.05,additive,MCNNM,0.0,0.11670536906345651
CLIENT_ZIP,True,0.05,additive,LinearDML,0.05394603849950974,0.03484140024910874
CLIENT_ZIP,True,0.05,additive,DML,0.7204532761770545,0.7028105347422101
CLIENT_ZIP,True,0.05,additive,CausalForestDML,466.29797562276127,0.18406780014796076
CLIENT_ZIP,True,0.05,additive,DRLearner,9.20717829333163,66.78490726585187
CLIENT_ZIP,True,0.05,additive,ForestDRLearner,1.1538979372717375,2.584400667936413
CLIENT_ZIP,True,0.05,additive,XLearner,1.0172618297514087,1.7885936080155072
CLIENT_ZIP,True,0.05,additive,Causal Forest (R),0.4283880288239098,0.06294609195202826
CLIENT_ZIP,True,0.05,additive,My Estimator,0.40992098774427943,0.0768848148369233
CLIENT_ZIP,True,0.05,additive,MCNNM,0.0,0.11334083737564936
CLIENT_ZIP,True,0.05,additive,LinearDML,0.028591391556072585,0.029937051205871316
CLIENT_ZIP,True,0.05,additive,DML,0.682155545219987,0.6718377462759365
CLIENT_ZIP,True,0.05,additive,CausalForestDML,375.2552921788319,0.1316428318143015
CLIENT_ZIP,True,0.05,additive,DRLearner,11.286238433992319,79.42889076906526
CLIENT_ZIP,True,0.05,additive,ForestDRLearner,1.2702933886276786,6.941531139121921
CLIENT_ZIP,True,0.05,additive,XLearner,0.937761880062046,1.6907049706456776
CLIENT_ZIP,True,0.05,additive,Causal Forest (R),0.42799406666580125,0.06700513464754347
CLIENT_ZIP,False,0.05,additive,My Estimator,0.24598239924368492,0.11454104185710004
CLIENT_ZIP,False,0.05,additive,MCNNM,0.0,0.1774696901799187
CLIENT_ZIP,False,0.05,additive,LinearDML,0.41317615029030397,0.3616498702030055
CLIENT_ZIP,False,0.05,additive,DML,0.21062408398913893,0.20467032744761343
CLIENT_ZIP,False,0.05,additive,CausalForestDML,19.162219522808467,0.27799956294941
CLIENT_ZIP,False,0.05,additive,DRLearner,184.09332050977102,163.0270956079926
CLIENT_ZIP,False,0.05,additive,ForestDRLearner,0.9111563148100602,0.6827168044456386
CLIENT_ZIP,False,0.05,additive,XLearner,0.5484745264704929,0.40250192293282844
CLIENT_ZIP,False,0.05,additive,Causal Forest (R),0.26522335624930204,0.19166905641570312
CLIENT_ZIP,False,0.05,additive,My Estimator,0.3805675841394304,0.09620015806273997
CLIENT_ZIP,False,0.05,additive,MCNNM,0.0,0.30981972861356505
CLIENT_ZIP,False,0.05,additive,LinearDML,0.3402984617072399,0.28525807913450585
CLIENT_ZIP,False,0.05,additive,DML,0.3713117106509621,0.3849372652669897
CLIENT_ZIP,False,0.05,additive,CausalForestDML,28.7914033422646,0.33024534378574394
CLIENT_ZIP,False,0.05,additive,DRLearner,62.26482209160017,96.05027744127152
CLIENT_ZIP,False,0.05,additive,ForestDRLearner,1.1126357056313636,0.9098793948642309
CLIENT_ZIP,False,0.05,additive,XLearner,0.640271633219609,0.5925473476003977
CLIENT_ZIP,False,0.05,additive,Causal Forest (R),0.32264428902758935,0.22174764015591542
CLIENT_ZIP,False,0.05,additive,My Estimator,0.15933773711217517,0.07324926389577915
CLIENT_ZIP,False,0.05,additive,MCNNM,0.0,0.3439351173844184
CLIENT_ZIP,False,0.05,additive,LinearDML,0.6120970442544256,0.2717824232514475
CLIENT_ZIP,False,0.05,additive,DML,0.2809436259190027,0.2998445732492011
CLIENT_ZIP,False,0.05,additive,CausalForestDML,39.69029763853846,0.42078639673413293
CLIENT_ZIP,False,0.05,additive,DRLearner,795.0475845963222,565.8047218579413
CLIENT_ZIP,False,0.05,additive,ForestDRLearner,0.9245059786451598,0.5598227316217116
CLIENT_ZIP,False,0.05,additive,XLearner,0.46527292675704746,0.42070421339081165
CLIENT_ZIP,False,0.05,additive,Causal Forest (R),0.23835740677712228,0.3030345902361385
CLIENT_ZIP,False,0.05,additive,My Estimator,0.20763641349987472,0.13420205008799127
CLIENT_ZIP,False,0.05,additive,MCNNM,0.0,0.23420106300586277
CLIENT_ZIP,False,0.05,additive,LinearDML,0.34419999254201855,0.30624021724820116
CLIENT_ZIP,False,0.05,additive,DML,0.21991411758475488,0.2198969038882923
CLIENT_ZIP,False,0.05,additive,CausalForestDML,14.097057238523965,0.3064894288940804
CLIENT_ZIP,False,0.05,additive,DRLearner,19.98380853658514,14.635651232127666
CLIENT_ZIP,False,0.05,additive,ForestDRLearner,0.8381894301743924,0.9637210517707846
CLIENT_ZIP,False,0.05,additive,XLearner,0.661793218300144,0.5666745469621172
CLIENT_ZIP,False,0.05,additive,Causal Forest (R),0.21174596679290816,0.18257986268338747
CLIENT_ZIP,True,0.05,multiplicative,My Estimator,0.7646271049551048,0.3572337308230726
CLIENT_ZIP,True,0.05,multiplicative,MCNNM,0.0,0.5680997042455043
CLIENT_ZIP,True,0.05,multiplicative,LinearDML,0.5594846648618333,0.8493021770247381
CLIENT_ZIP,True,0.05,multiplicative,DML,1.0000000000000002,1.0000000000000002
CLIENT_ZIP,True,0.05,multiplicative,CausalForestDML,416.75104868066165,0.7746612202952032
CLIENT_ZIP,True,0.05,multiplicative,DRLearner,11.918673291048359,418.449821904878
CLIENT_ZIP,True,0.05,multiplicative,ForestDRLearner,1.3171685817999508,22.34668932729633
CLIENT_ZIP,True,0.05,multiplicative,XLearner,1.3047741072532584,9.10558217684712
CLIENT_ZIP,True,0.05,multiplicative,Causal Forest (R),0.7424201658152114,0.24294323027396283
CLIENT_ZIP,True,0.05,multiplicative,My Estimator,0.8737993159787943,0.7470726067768612
CLIENT_ZIP,True,0.05,multiplicative,MCNNM,0.0,2.0400753573730483
CLIENT_ZIP,True,0.05,multiplicative,LinearDML,0.7321603515883418,1.3520085488009292
CLIENT_ZIP,True,0.05,multiplicative,DML,1.3850700554614328,7.321007277158563
CLIENT_ZIP,True,0.05,multiplicative,CausalForestDML,243.31989263291473,2.939477941646325
CLIENT_ZIP,True,0.05,multiplicative,DRLearner,2.303617250661765,239.27507519276585
CLIENT_ZIP,True,0.05,multiplicative,ForestDRLearner,1.4043002397453592,89.12694117472243
CLIENT_ZIP,True,0.05,multiplicative,XLearner,1.5779132023218776,32.573050935301275
CLIENT_ZIP,True,0.05,multiplicative,Causal Forest (R),0.9154441874816821,0.41858224334911287
CLIENT_ZIP,True,0.05,multiplicative,My Estimator,0.046501981113943804,0.038720469548292835
CLIENT_ZIP,True,0.05,multiplicative,MCNNM,0.0,0.013566081894381021
CLIENT_ZIP,True,0.05,multiplicative,LinearDML,0.1122050056166876,0.07886802455854681
CLIENT_ZIP,True,0.05,multiplicative,DML,0.9232431883701119,0.39566255759449354
CLIENT_ZIP,True,0.05,multiplicative,CausalForestDML,296.4397256057165,0.06182631884988786
CLIENT_ZIP,True,0.05,multiplicative,DRLearner,8.753988319514578,7.223497859869892
CLIENT_ZIP,True,0.05,multiplicative,ForestDRLearner,0.9665807350668372,0.4340397693451022
CLIENT_ZIP,True,0.05,multiplicative,XLearner,0.47290399829319335,0.22502663577330112
CLIENT_ZIP,True,0.05,multiplicative,Causal Forest (R),0.0780175650377339,0.06040152042907841
CLIENT_ZIP,True,0.05,multiplicative,My Estimator,0.41428827017731507,0.07991304286005238
CLIENT_ZIP,True,0.05,multiplicative,MCNNM,0.0,0.10998319418021413
CLIENT_ZIP,True,0.05,multiplicative,LinearDML,0.1574531089056993,0.07255458325533831
CLIENT_ZIP,True,0.05,multiplicative,DML,0.619816985987223,0.6190996428207146
CLIENT_ZIP,True,0.05,multiplicative,CausalForestDML,214.083297199714,0.16976004372365594
CLIENT_ZIP,True,0.05,multiplicative,DRLearner,6.937221940383009,47.77333409616088
CLIENT_ZIP,True,0.05,multiplicative,ForestDRLearner,1.211932699804416,4.241457186559785
CLIENT_ZIP,True,0.05,multiplicative,XLearner,1.0579566228325883,1.6028820707439326
CLIENT_ZIP,True,0.05,multiplicative,Causal Forest (R),0.4228983252301447,0.07047400152122187
CLIENT_ZIP,False,0.05,multiplicative,My Estimator,0.24268177755468617,0.13287507964491926
CLIENT_ZIP,False,0.05,multiplicative,MCNNM,0.0,0.13161273945163213
CLIENT_ZIP,False,0.05,multiplicative,LinearDML,0.405794434911095,0.4139811877106768
CLIENT_ZIP,False,0.05,multiplicative,DML,0.5058272371167364,0.4922705375881484
CLIENT_ZIP,False,0.05,multiplicative,CausalForestDML,36.198805839252124,0.31077849809728253
CLIENT_ZIP,False,0.05,multiplicative,DRLearner,42.1930106336894,54.99980558816993
CLIENT_ZIP,False,0.05,multiplicative,ForestDRLearner,1.15082131720623,0.8449967725280575
CLIENT_ZIP,False,0.05,multiplicative,XLearner,0.7220149546727547,0.5784927246279298
CLIENT_ZIP,False,0.05,multiplicative,Causal Forest (R),0.4622088699504154,0.20821610382928124
CLIENT_ZIP,False,0.05,multiplicative,My Estimator,0.4268517485638236,0.32850799851266493
CLIENT_ZIP,False,0.05,multiplicative,MCNNM,0.0,0.23588941165798477
CLIENT_ZIP,False,0.05,multiplicative,LinearDML,0.5354798257253175,0.41141973328978376
CLIENT_ZIP,False,0.05,multiplicative,DML,0.5400190832868552,0.28085173329956303
CLIENT_ZIP,False,0.05,multiplicative,CausalForestDML,35.73632425209051,0.44917436249177783
CLIENT_ZIP,False,0.05,multiplicative,DRLearner,360.73222478087587,317.00835631512746
CLIENT_ZIP,False,0.05,multiplicative,ForestDRLearner,0.9815582370250405,0.8998440328962432
CLIENT_ZIP,False,0.05,multiplicative,XLearner,0.6068718440120361,0.5758346256380873
CLIENT_ZIP,False,0.05,multiplicative,Causal Forest (R),0.41779414976811735,0.2863552030594046
CLIENT_ZIP,False,0.05,multiplicative,My Estimator,0.22902325133865706,0.1557456627256887
CLIENT_ZIP,False,0.05,multiplicative,MCNNM,0.0,0.19623604398683545
CLIENT_ZIP,False,0.05,multiplicative,LinearDML,0.3858921921395185,0.34537739731908285
CLIENT_ZIP,False,0.05,multiplicative,DML,0.3045051270135091,0.3092602757085778
CLIENT_ZIP,False,0.05,multiplicative,CausalForestDML,14.253207048208028,0.2979250714388111
CLIENT_ZIP,False,0.05,multiplicative,DRLearner,0.7659703452675234,0.7388384101484075
CLIENT_ZIP,False,0.05,multiplicative,ForestDRLearner,0.7649200338433999,1.126619945348319
CLIENT_ZIP,False,0.05,multiplicative,XLearner,0.541412372770761,0.4799075221891039
CLIENT_ZIP,False,0.05,multiplicative,Causal Forest (R),0.23453190779310423,0.1826688892145062
