Unit,Adaptive Treatment,Fraction Treated,Treatment Effect Function,Method,NMAE,NMAE Treated Only,MSE,MSE Treated Only,Time Taken,Experiment ID,Estimated ATE,True ATE,Estimated ATT,True ATT
CLIENT_ZIP,True,0.05,additive,MC-NNM (mine),0.9969997445503659,0.11069842067543177,202269.28458439917,80.70599200668107,0.16989922523498535,026d9232-d777-45ba-bd1f-b9020b45d100,1.1342411938540728,332.91066592981485,46.434602721243095,45.98044787919455
CLIENT_ZIP,True,0.05,additive,MC-NNM (mine),0.9974678530625226,0.12853202609602965,216055.38417249525,80.70476424049721,0.1970081329345703,e8e0637d-5cd7-403d-b468-f6e764bc14ce,0.9784022162565584,332.9106659298149,40.054724215299615,39.600575705267424
CLIENT_ZIP,False,0.05,additive,MC-NNM (mine),0.9848820067308921,0.18437736628135684,198181.7352179641,13696.123651573456,0.7116639614105225,80a4a91c-0766-4a97-8ff0-524380ccff90,6.665279792246008,332.91066592981485,341.18313391991944,315.8651830066178
CLIENT_ZIP,False,0.05,additive,MC-NNM (mine),0.985986037870235,0.17880442568155402,211265.0402619504,11564.291963179714,0.683814287185669,ce8c02e9-1bf0-4395-841a-89194cda556e,6.278105066747687,332.91066592981485,371.24938295032484,335.95353084417593
CLIENT_ZIP,True,0.05,multiplicative,MC-NNM (mine),0.9971506611713737,0.11588940423294379,261401.0472418585,80.72725982367845,0.10923075675964355,cd78f14b-da58-460b-9c2a-f6dcf31b0cec,1.0840108909418695,332.9106659298149,44.37822866876274,43.923964156193605
CLIENT_ZIP,True,0.05,multiplicative,MC-NNM (mine),0.996562607170675,0.09799947270008721,198088.07910742867,80.70288236456987,0.12386488914489746,f07ae1ff-cae1-434c-8a7b-418f5b1ee92d,1.2797672156286723,332.9106659298149,52.392280015386476,51.93814121102504
CLIENT_ZIP,False,0.05,multiplicative,MC-NNM (mine),0.9907296105386065,0.27113212156984173,884026.2289831687,14093.057097862784,0.7925951480865479,793981a8-fd50-467c-a3fb-d5daff6a05af,5.1843102685788045,332.91066592981497,283.414182205237,231.47680105000998
CLIENT_ZIP,False,0.05,multiplicative,MC-NNM (mine),0.9932225020620883,0.4052529544701681,458010.43208596663,20784.01152099556,0.8547580242156982,9baf9bd8-ee6e-4c47-bc3d-caede273d61d,5.241042983310629,332.9106659298149,274.0944300086873,198.40257250004623
CLIENT_ZIP,True,0.1,additive,MC-NNM (mine),0.9919120153055593,0.09812623380403512,205761.08424215834,90.09602738240031,0.1454911231994629,c8caf4c7-f941-4a58-a50c-c11ee100c0b8,3.0063282235758004,332.9106659298149,61.53790634118112,61.11229569010752
CLIENT_ZIP,True,0.1,additive,MC-NNM (mine),0.9932652336907947,0.11556288023131547,227691.95696742708,90.09278312404774,0.17254304885864258,e13e7403-0a82-43af-8cb3-9aef992aeffa,2.555822779622128,332.9106659298149,52.316304521790045,51.89070856200487
CLIENT_ZIP,False,0.1,additive,MC-NNM (mine),0.9627728773867952,0.19441256346094246,205465.23796633663,20000.185505758585,0.6704750061035156,f9d4372b-28a8-4b38-b970-4d222d250ad6,17.480135981416936,332.9106659298149,423.9987407288733,373.1592869686347
CLIENT_ZIP,False,0.1,additive,MC-NNM (mine),0.9695566997823363,0.20525445883771581,197712.93162006332,21316.50131937368,0.9828200340270996,a4f36245-10b4-4867-823a-64975c4eb581,14.710981675619967,332.9106659298149,400.896405753529,347.52163597807026
CLIENT_ZIP,True,0.1,multiplicative,MC-NNM (mine),0.9985729883780412,0.38143656475570165,438186.55613860826,90.08809556832408,0.2764089107513428,f491a1d7-158d-47c0-9b9e-e3a9cab132a0,0.7888079705412013,332.91066592981485,16.146470844958188,15.720896113316392
CLIENT_ZIP,True,0.1,multiplicative,MC-NNM (mine),0.9460550170829458,0.01608052159321689,131335.88817860498,90.55385457470051,0.14592599868774414,fe5ff27c-a2a7-40c8-b6b7-16e981a3eeb8,18.273261254184252,332.91066592981497,374.0437357403439,373.6160576832823
CLIENT_ZIP,False,0.1,multiplicative,MC-NNM (mine),0.9742802391814404,0.23951563888367985,197190.4775064141,50033.619228702206,0.778231143951416,4ecba803-ec1a-485d-ba9b-891299ddf98f,12.893895933832836,332.91066592981497,375.10457704614976,327.546188631766
CLIENT_ZIP,False,0.1,multiplicative,MC-NNM (mine),0.979524460092725,0.21136158310275682,450259.5244294074,5181.121506140712,0.6062619686126709,e5adb5a8-a499-4320-b863-4ad137417e1b,9.89838475739349,332.9106659298149,240.09553912203114,209.65484477462735
CLIENT_ZIP,True,0.25,additive,MC-NNM (mine),0.9747919399615433,0.11039150612491574,266903.1107713986,477.4532494478795,4.021424770355225,653276b1-bce7-4617-b13e-9c9254632b11,9.648750691920483,332.91066592981485,79.00187500918604,77.2386237643715
CLIENT_ZIP,True,0.25,additive,MC-NNM (mine),0.8793278586944688,0.025280087298653994,109111.33936515686,478.5321766459761,0.352262020111084,111b6680-b32e-4c02-bc46-a3de6ac1d332,41.43061255412669,332.91066592981485,339.22485708910517,337.4591467618756
CLIENT_ZIP,False,0.25,additive,MC-NNM (mine),0.9230394155293843,0.23889950115900532,197904.79766164976,23736.275319365282,0.8018200397491455,b5002014-35e6-4489-9c6f-9e259f73a919,40.12728995003067,332.9106659298149,413.02804985540666,346.4924507960431
CLIENT_ZIP,False,0.25,additive,MC-NNM (mine),0.9428022999850522,0.2239761932429695,203788.86124085422,14633.243929734761,0.7319328784942627,d37a7e55-824f-4455-9ac1-380803f94424,28.768648279941104,332.9106659298149,306.48730681515116,261.4112457328223
CLIENT_ZIP,True,0.25,multiplicative,MC-NNM (mine),0.9917276349514761,0.2743414889025739,468241.43643417023,477.04283740860694,0.20080208778381348,9af3db4b-9084-4ad9-8894-d0c22426fffe,4.010353651637692,332.9106659298149,32.835904672571964,31.07358926548167
CLIENT_ZIP,True,0.25,multiplicative,MC-NNM (mine),0.9671616273500409,0.08705777001991026,259235.66852642174,479.66194338506665,0.2806119918823242,84827668-c7c2-496c-b4a6-3c17c7f6632a,12.190704537777018,332.9106659298149,99.8148410004865,98.0465583246232
CLIENT_ZIP,False,0.25,multiplicative,MC-NNM (mine),0.9119266935568334,0.229793410246914,487936.3203875121,44388.06509615913,1.7460501194000244,35af93d1-28d4-4a71-9619-de2d901725b0,44.90162770950955,332.9106659298149,481.1933392973498,407.96443353835144
CLIENT_ZIP,False,0.25,multiplicative,MC-NNM (mine),0.9381540216819906,0.23071573185482033,518128.40685112576,12594.464352734687,21.200239896774292,cf90c8bf-799a-461b-9ff7-14fa155e179e,30.892759227587923,332.91066592981485,321.54413472718056,278.5711997091235
CLIENT_ZIP,True,0.5,additive,MC-NNM (mine),0.9061606666558586,0.07574639203852677,204292.9831804734,674.3100549794289,0.5637638568878174,31f72592-17ab-4cc2-b7c9-4b6c318cfe52,34.462489096748264,332.91066592981485,141.08568782933483,138.3750487186315
CLIENT_ZIP,True,0.5,additive,MC-NNM (mine),0.9064483378086987,0.07596197039119969,204549.67295640803,674.3198307776306,0.4853630065917969,ea8871cc-eb18-4319-917b-76f29e5a30d2,34.36673939034892,332.9106659298149,140.69369892949402,137.98303413688575
CLIENT_ZIP,False,0.5,additive,MC-NNM (mine),0.8500020663295266,0.21514148905165476,178084.07107212066,18215.948167883525,1.1053111553192139,e9c2a94f-07a4-4611-ae07-66516a0a9874,72.68269444789432,332.9106659298149,383.7179740436609,335.8943801766067
CLIENT_ZIP,False,0.5,additive,MC-NNM (mine),0.8505419596253015,0.22979533062470256,174735.95302254564,28312.267397905845,1.5009181499481201,698e91f3-6ec5-49fc-8838-d3bb0123b45b,73.09471729394296,332.9106659298149,395.17445755419715,349.2558755844913
CLIENT_ZIP,True,0.5,multiplicative,MC-NNM (mine),0.951109946871185,0.13617083837013294,416883.5652961747,678.4540375487809,0.3506050109863281,5a5c8367-32d1-4f27-800c-f4e72b5bcee7,19.50648865157604,332.91066592981497,79.85744618784354,77.13592212387213
CLIENT_ZIP,True,0.5,multiplicative,MC-NNM (mine),0.8952524127237066,0.06834403124720363,242303.58656741361,672.6603686148246,0.569389820098877,9e052b55-5d29-408c-a895-68e3e9f4d8a1,38.09074385992398,332.91066592981497,155.93936881115937,153.23306385215096
CLIENT_ZIP,False,0.5,multiplicative,MC-NNM (mine),0.8463383916290345,0.2426745172603335,363263.8823455487,27570.294894835777,18.68223476409912,da8ee3d3-fc64-4c86-bc76-2ea5b8981493,77.76130897592382,332.9106659298149,398.15814542143227,345.8617670626059
CLIENT_ZIP,False,0.5,multiplicative,MC-NNM (mine),0.8541161366791498,0.2234118116831933,226394.0123927438,22883.16019125567,1.174621820449829,8a5eb936-aae7-4f53-8421-24e81568297d,71.2575150407498,332.91066592981485,366.2561382367185,321.43889271766324
CLIENT_ZIP,True,0.75,additive,MC-NNM (mine),0.8162861234004919,0.07196238601513075,189278.33971065067,906.0929878082648,4.834924221038818,edb75f55-4bff-4dd9-9dc5-da16d47a12b7,67.30207677292037,332.91066592981485,184.63175852122407,180.7931753671779
CLIENT_ZIP,True,0.75,additive,MC-NNM (mine),0.8153781291532627,0.07163647795357418,188681.35943168928,906.175041019119,0.7577109336853027,60f431b2-e6fa-463a-80e5-f7e3e6f2af2c,67.60465312960427,332.9106659298149,185.4618251031215,181.62295192127397
CLIENT_ZIP,False,0.75,additive,MC-NNM (mine),0.7715220217372023,0.217318082853861,160225.76129849927,28425.359568625936,1.1958792209625244,be99fd30-8d36-46b2-9544-48ad894818f4,109.9218948951301,332.9106659298149,382.7278599436942,338.37060442403794
CLIENT_ZIP,False,0.75,additive,MC-NNM (mine),0.7750174966475188,0.20405025018115866,160608.47077710196,22819.100284950608,1.4364538192749023,3e1c398b-bb94-4597-bc0a-1b27cb2b9394,104.16819952101473,332.9106659298149,374.6618108393484,338.45043283714756
CLIENT_ZIP,True,0.75,multiplicative,MC-NNM (mine),0.8164123438792155,0.07195667748037476,241178.0277468561,904.5070360931467,0.4998891353607178,02f9bc8e-7bb7-485c-a517-8a438e126ce1,67.2543498468816,332.910665929815,184.50082784707737,180.66785023191534
CLIENT_ZIP,True,0.75,multiplicative,MC-NNM (mine),0.7814600147410634,0.061133236828091735,166321.8188131839,903.8358287707354,0.8983280658721924,a4272be1-06cd-46e7-8d71-363cd777460f,78.8879391529853,332.9106659298149,216.4155941439159,212.58498878533536
CLIENT_ZIP,False,0.75,multiplicative,MC-NNM (mine),0.7731811577644022,0.2328620952624123,314711.5517421331,47624.40604279312,2.0345680713653564,435c94bc-21cf-4ed7-acea-7886e906c565,113.66104114066732,332.9106659298149,399.82436614315225,346.2509903985773
CLIENT_ZIP,False,0.75,multiplicative,MC-NNM (mine),0.7885040771528803,0.21703254071221095,194937.85332844898,23760.888638527376,1.2015650272369385,7fa68072-1d19-4204-84a7-c9d6d2c0d734,103.61373505912808,332.91066592981497,369.9103355815177,321.04442511722743
CLIENT_ZIP,True,1.0,additive,MC-NNM (mine),0.6968506394668745,0.07636036619677081,163474.30821094202,1361.7878611537762,0.7489111423492432,3960693b-7f8a-462b-bf73-7969e63e0154,112.19963092756021,332.91066592981485,230.55329566593255,224.52345255181885
CLIENT_ZIP,True,1.0,additive,MC-NNM (mine),0.6987827964713921,0.07682349094709211,165065.92126791456,1362.2099978588735,0.7707219123840332,5eb049e7-7db4-4d7b-93aa-461a1c9cc41c,111.55848941761147,332.9106659298149,229.23584669676123,223.20434425310273
CLIENT_ZIP,False,1.0,additive,MC-NNM (mine),0.6963276587397992,0.20037192278834254,139729.18667949297,18064.303376572683,1.4679059982299805,313eedcf-86d5-42e5-aa09-e149157ede02,142.84479331517562,332.9106659298149,377.4774056280545,334.0961405854112
CLIENT_ZIP,False,1.0,additive,MC-NNM (mine),0.6945009544886636,0.2202040380408522,141291.75579538426,27684.73595470954,2.9996328353881836,9681e50d-aeb8-49ca-ae2d-862ae171e1d9,148.4015425769837,332.91066592981485,383.0707436420143,336.6643687010347
CLIENT_ZIP,True,1.0,multiplicative,MC-NNM (mine),0.6537854846926271,0.063282948573871,171822.23945086217,1180.2579287681172,0.9905269145965576,8495ee89-1af1-4048-9049-860ca64b643c,125.62730331338656,332.9106659298149,258.14513439197486,252.8392316705723
CLIENT_ZIP,True,1.0,multiplicative,MC-NNM (mine),0.8400429298297707,0.13921289143748353,520661.3271271867,1450.1187429118604,1.016233205795288,5b3ee497-cb14-4145-9dd4-50b1c2e3b6f5,64.96569614057005,332.9106659298149,133.49469357978822,127.12041512055617
CLIENT_ZIP,False,1.0,multiplicative,MC-NNM (mine),0.6995253143438915,0.233606170150731,274762.9146244527,32534.189092616096,2.0364718437194824,644ab509-0f75-4781-ac38-8a77575e7f48,148.31966903829058,332.9106659298149,386.5818381343706,340.1937248117033
CLIENT_ZIP,False,1.0,multiplicative,MC-NNM (mine),0.7223629045315361,0.28518612135071203,296270.52324158594,55153.03580692066,2.2250351905822754,55154e34-000f-4c28-9e8f-9fac5e6bff64,156.4179524846216,332.91066592981485,408.8376210037885,337.9687002945624
