Unit,Adaptive Treatment,Fraction Treated,Treatment Effect Function,Method,NMAE,NMAE Treated Only
County Name,True,0.05,additive,My Estimator,0.5759446317226817,0.3240204969223676
County Name,True,0.05,additive,MCNNM,0.0,0.594491839249652
County Name,True,0.05,additive,LinearDML,0.24847661506263138,0.16274191759033085
County Name,True,0.05,additive,DML,0.4194757877132222,0.3227719287753915
County Name,True,0.05,additive,CausalForestDML,14.817531061701096,0.35194631053440933
County Name,True,0.05,additive,DRLearner,2.1001547909376166,5.0889328124743916
County Name,True,0.05,additive,ForestDRLearner,0.8807446264774065,3.67932563535358
County Name,True,0.05,additive,XLearner,0.4854366040964281,0.5234771303818574
County Name,True,0.05,additive,Causal Forest (R),0.5442592614823865,0.1471212678477957
County Name,True,0.05,additive,My Estimator,0.061686922290630115,0.06521086793021617
County Name,True,0.05,additive,MCNNM,0.0,0.2185715609714888
County Name,True,0.05,additive,LinearDML,0.19317656744745623,0.05336908768911394
County Name,True,0.05,additive,DML,0.48833029951425605,0.21539025072049842
County Name,True,0.05,additive,CausalForestDML,19.044395422571416,0.14230363145001756
County Name,True,0.05,additive,DRLearner,2.2915122796976513,2.0832411825263155
County Name,True,0.05,additive,ForestDRLearner,0.35728213141860815,0.9316214208476782
County Name,True,0.05,additive,XLearner,0.37223152904292395,0.19196982990363037
County Name,True,0.05,additive,Causal Forest (R),0.05217149312756115,0.038474066119411364
County Name,True,0.05,additive,My Estimator,0.07868897064706858,0.08103492481866023
County Name,True,0.05,additive,MCNNM,0.0,0.20272237826005454
County Name,True,0.05,additive,LinearDML,0.11752940735938208,0.0497157813503484
County Name,True,0.05,additive,DML,0.33389070564830997,0.10767894218922387
County Name,True,0.05,additive,CausalForestDML,23.54078286817937,0.14245945146494537
County Name,True,0.05,additive,DRLearner,2.643343127799765,2.0065527048490988
County Name,True,0.05,additive,ForestDRLearner,0.41211068330986506,0.8443283898361974
County Name,True,0.05,additive,XLearner,0.3529929809434959,0.18535799411351506
County Name,True,0.05,additive,Causal Forest (R),0.08769229095865902,0.06293798576390792
County Name,True,0.05,additive,My Estimator,0.6817649046519174,0.36736264950148134
County Name,True,0.05,additive,MCNNM,0.0,0.6305731290671689
County Name,True,0.05,additive,LinearDML,0.6990445891732726,0.3546387650108134
County Name,True,0.05,additive,DML,0.12139188964740412,0.07756645399341143
County Name,True,0.05,additive,CausalForestDML,13.312346610998269,0.3513971152967725
County Name,True,0.05,additive,DRLearner,2.9380973939331794,7.764840274184072
County Name,True,0.05,additive,ForestDRLearner,0.84390762510326,3.483613904960215
County Name,True,0.05,additive,XLearner,0.4822648954294556,0.5602942335651063
County Name,True,0.05,additive,Causal Forest (R),0.5718802005701937,0.15487298348928003
County Name,False,0.05,additive,My Estimator,0.4299107393887957,0.35905514798238986
County Name,False,0.05,additive,MCNNM,0.0,0.4392197684946403
County Name,False,0.05,additive,LinearDML,0.545241671627834,0.2975070431615272
County Name,False,0.05,additive,DML,0.2011367697826073,0.18111127605757563
County Name,False,0.05,additive,CausalForestDML,0.5279487686165865,0.24984338354471694
County Name,False,0.05,additive,DRLearner,1420.091887129436,1113.746204691409
County Name,False,0.05,additive,ForestDRLearner,0.8391852209193494,2.6254716638023656
County Name,False,0.05,additive,XLearner,0.35525374581100466,0.2804115721688789
County Name,False,0.05,additive,Causal Forest (R),0.21387687521054455,0.2853872911199672
County Name,False,0.05,additive,My Estimator,0.33442829429917054,0.28380217833605
County Name,False,0.05,additive,MCNNM,0.0,0.5036405864396861
County Name,False,0.05,additive,LinearDML,0.4049529590385135,0.30536970766138427
County Name,False,0.05,additive,DML,0.3510706188434545,0.3473991922067791
County Name,False,0.05,additive,CausalForestDML,0.9732800864127139,0.4261572396016073
County Name,False,0.05,additive,DRLearner,1317.4995494725217,1442.0599388840649
County Name,False,0.05,additive,ForestDRLearner,9.565825707383734,9.046382780275101
County Name,False,0.05,additive,XLearner,0.3832935485406926,0.45749607933113867
County Name,False,0.05,additive,Causal Forest (R),0.2736809931697775,0.26184200460612767
County Name,False,0.05,additive,My Estimator,0.2735593153548121,0.2792183702373156
County Name,False,0.05,additive,MCNNM,0.0,0.4524122922255236
County Name,False,0.05,additive,LinearDML,0.2910449395278398,0.26375237946848157
County Name,False,0.05,additive,DML,0.6835010960425476,0.64179102294577
County Name,False,0.05,additive,CausalForestDML,0.8200331756734498,0.33699684006201996
County Name,False,0.05,additive,DRLearner,1916.4872372500486,1552.5533648491635
County Name,False,0.05,additive,ForestDRLearner,0.5870016558744181,2.1856310298282695
County Name,False,0.05,additive,XLearner,0.4686821828834731,0.3557243130603614
County Name,False,0.05,additive,Causal Forest (R),0.17587819545445307,0.18544676597739365
County Name,False,0.05,additive,My Estimator,0.6047691043476577,0.5790693435664008
County Name,False,0.05,additive,MCNNM,0.0,0.5650385290157215
County Name,False,0.05,additive,LinearDML,0.5464769633385087,0.44812243177623506
County Name,False,0.05,additive,DML,0.21294599006155057,0.17033393611653938
County Name,False,0.05,additive,CausalForestDML,3.9740693823706135,0.39571291548000725
County Name,False,0.05,additive,DRLearner,293.7919528595061,507.4131536763445
County Name,False,0.05,additive,ForestDRLearner,0.7224783561852397,3.6022499021783037
County Name,False,0.05,additive,XLearner,0.43342772631489773,0.4255730750911494
County Name,False,0.05,additive,Causal Forest (R),0.4259186273464005,0.2782429016066301
County Name,True,0.05,multiplicative,My Estimator,1.0737184596544744,4.1478821049537915
County Name,True,0.05,multiplicative,MCNNM,0.0,8.66561430309336
County Name,True,0.05,multiplicative,LinearDML,0.7971484788929629,3.5167795989592836
County Name,True,0.05,multiplicative,DML,1.1636258849019159,4.889054891682222
County Name,True,0.05,multiplicative,CausalForestDML,19.83264551559095,4.9935654129824005
County Name,True,0.05,multiplicative,DRLearner,1.2195725341933623,16.748803914653216
County Name,True,0.05,multiplicative,ForestDRLearner,1.1315820227920512,26.445718856212114
County Name,True,0.05,multiplicative,XLearner,1.0223104135244052,7.458341996680213
County Name,True,0.05,multiplicative,Causal Forest (R),0.994816933690854,1.6452703945642109
County Name,True,0.05,multiplicative,My Estimator,0.4882818617965758,0.27638080415980437
County Name,True,0.05,multiplicative,MCNNM,0.0,0.4875339760090551
County Name,True,0.05,multiplicative,LinearDML,0.3011508798481314,0.14406968444443927
County Name,True,0.05,multiplicative,DML,0.38133856490906975,0.26685880895123343
County Name,True,0.05,multiplicative,CausalForestDML,29.521482405013614,0.2780953051938673
County Name,True,0.05,multiplicative,DRLearner,1.4614229479365468,3.4970439395694455
County Name,True,0.05,multiplicative,ForestDRLearner,0.7501633125197825,3.1189303227584073
County Name,True,0.05,multiplicative,XLearner,0.4519120549944977,0.4328526814835996
County Name,True,0.05,multiplicative,Causal Forest (R),0.4457868465987797,0.15162337843195992
County Name,True,0.05,multiplicative,My Estimator,1.0279865154925307,2.5070141625588733
County Name,True,0.05,multiplicative,MCNNM,0.0,4.9115770082209265
County Name,True,0.05,multiplicative,LinearDML,1.103024070847538,1.7045335903724872
County Name,True,0.05,multiplicative,DML,0.7423621791371787,0.8976303013553895
County Name,True,0.05,multiplicative,CausalForestDML,13.85569628890864,2.7430348078202424
County Name,True,0.05,multiplicative,DRLearner,1.1417625927967048,9.821339679598715
County Name,True,0.05,multiplicative,ForestDRLearner,1.1005834871693012,15.479862000560061
County Name,True,0.05,multiplicative,XLearner,0.9616419760898152,4.232032684741748
County Name,True,0.05,multiplicative,Causal Forest (R),0.9671578312180981,0.9719053048473094
County Name,True,0.05,multiplicative,My Estimator,0.08043037607229479,0.08226569746391103
County Name,True,0.05,multiplicative,MCNNM,0.0,0.20177786255375846
County Name,True,0.05,multiplicative,LinearDML,0.11675343825983153,0.057399206247084555
County Name,True,0.05,multiplicative,DML,0.2710179970671296,0.13713493037166585
County Name,True,0.05,multiplicative,CausalForestDML,20.853410873253303,0.15662599613425401
County Name,True,0.05,multiplicative,DRLearner,2.253471791726286,1.734565757154659
County Name,True,0.05,multiplicative,ForestDRLearner,2.752545639734547,5.174143104843661
County Name,True,0.05,multiplicative,XLearner,0.37442710332975626,0.18626279754135855
County Name,True,0.05,multiplicative,Causal Forest (R),0.08728360589988339,0.0633795736027145
County Name,False,0.05,multiplicative,My Estimator,0.4209283503973862,0.27368942743154945
County Name,False,0.05,multiplicative,MCNNM,0.0,0.4897293937392826
County Name,False,0.05,multiplicative,LinearDML,0.9967701192407646,0.6965342946586811
County Name,False,0.05,multiplicative,DML,0.28569118009649147,0.3396746079054636
County Name,False,0.05,multiplicative,CausalForestDML,0.7806533678341446,0.4515992179822133
County Name,False,0.05,multiplicative,DRLearner,150.3484699477882,133.41524411411407
County Name,False,0.05,multiplicative,ForestDRLearner,0.6878591474146973,2.060854356283084
County Name,False,0.05,multiplicative,XLearner,0.43951911749012373,0.4560720572156291
County Name,False,0.05,multiplicative,Causal Forest (R),0.33698139596959215,0.25241324069813376
County Name,False,0.05,multiplicative,My Estimator,0.16208229186874198,0.17639376983533053
County Name,False,0.05,multiplicative,MCNNM,0.0,0.38747352415675373
County Name,False,0.05,multiplicative,LinearDML,0.6818945153432815,0.36365077257664824
County Name,False,0.05,multiplicative,DML,0.6645706151853377,0.4482218979083172
County Name,False,0.05,multiplicative,CausalForestDML,2.2548052596766883,0.31214797266568917
County Name,False,0.05,multiplicative,DRLearner,970.7421372109242,889.9981053026045
County Name,False,0.05,multiplicative,ForestDRLearner,0.8598289814375025,2.8957800168921293
County Name,False,0.05,multiplicative,XLearner,0.3290893359240164,0.3602945764682879
County Name,False,0.05,multiplicative,Causal Forest (R),0.22152165111423663,0.2223637043788604
County Name,False,0.05,multiplicative,My Estimator,0.610318157224824,0.6036980278156522
County Name,False,0.05,multiplicative,MCNNM,0.0,0.5198134649597207
County Name,False,0.05,multiplicative,LinearDML,0.4740315084904898,0.31428053727235367
County Name,False,0.05,multiplicative,DML,0.254101889162979,0.29545845480198646
County Name,False,0.05,multiplicative,CausalForestDML,0.6708904077292126,0.4920255000491074
County Name,False,0.05,multiplicative,DRLearner,586.81307321491,650.8159684492123
County Name,False,0.05,multiplicative,ForestDRLearner,1.2331057225311917,3.794820477435164
County Name,False,0.05,multiplicative,XLearner,0.4302060128142423,0.47027799689488664
County Name,False,0.05,multiplicative,Causal Forest (R),0.30883416183740775,0.28424456207723575
County Name,False,0.05,multiplicative,My Estimator,0.20604810346257765,0.21086174487517045
County Name,False,0.05,multiplicative,MCNNM,0.0,0.47143891863534837
County Name,False,0.05,multiplicative,LinearDML,0.8781740104968738,0.7291187739547565
County Name,False,0.05,multiplicative,DML,0.3492015676233291,0.31094716232372027
County Name,False,0.05,multiplicative,CausalForestDML,0.5210354872179157,0.3859749486818012
County Name,False,0.05,multiplicative,DRLearner,798.2492331598811,891.4120099228596
County Name,False,0.05,multiplicative,ForestDRLearner,0.47865692591562753,1.9315631343370245
County Name,False,0.05,multiplicative,XLearner,0.3971955118366161,0.4213471806727537
County Name,False,0.05,multiplicative,Causal Forest (R),0.3425117209157966,0.3601444711981
County Name,True,0.1,additive,My Estimator,0.36423840672250146,0.19525815846546465
County Name,True,0.1,additive,MCNNM,0.0,0.3888534422056715
County Name,True,0.1,additive,LinearDML,0.14534421811360737,0.08754746109169151
County Name,True,0.1,additive,DML,0.5617953505627805,0.1687452641212896
County Name,True,0.1,additive,CausalForestDML,11.683449667739747,0.18222446920168253
County Name,True,0.1,additive,DRLearner,0.8211765868249782,1.6052703123540353
County Name,True,0.1,additive,ForestDRLearner,0.47637919566327297,0.7844643267644248
County Name,True,0.1,additive,XLearner,0.3457055186955268,0.2792760308179769
County Name,True,0.1,additive,Causal Forest (R),0.3550909316211444,0.08880041029949161
County Name,True,0.1,additive,My Estimator,0.43955984794483366,0.25191550265507817
County Name,True,0.1,additive,MCNNM,0.0,0.45947298318210955
County Name,True,0.1,additive,LinearDML,0.07307579244319463,0.09476267560641939
County Name,True,0.1,additive,DML,0.43525280250067183,0.20161263658827083
County Name,True,0.1,additive,CausalForestDML,7.42540234557363,0.21873244550480903
County Name,True,0.1,additive,DRLearner,2177.6757051066124,5681.639349726843
County Name,True,0.1,additive,ForestDRLearner,0.5141182354997755,0.8736791639149126
County Name,True,0.1,additive,XLearner,0.37433039903893073,0.3328079143911089
County Name,True,0.1,additive,Causal Forest (R),0.4321494993885605,0.08773859725280911
County Name,True,0.1,additive,My Estimator,0.40030188024190666,0.22276939980601354
County Name,True,0.1,additive,MCNNM,0.0,0.49469037582789127
County Name,True,0.1,additive,LinearDML,0.08009312715516231,0.10425626239664364
County Name,True,0.1,additive,DML,0.2087048529599492,0.1532540743224533
County Name,True,0.1,additive,CausalForestDML,4.040978191059012,0.2569554241394638
County Name,True,0.1,additive,DRLearner,1.252058488920559,3.443585168290186
County Name,True,0.1,additive,ForestDRLearner,0.5529888091998273,1.1379987770293045
County Name,True,0.1,additive,XLearner,0.38056260586300067,0.34219609603595846
County Name,True,0.1,additive,Causal Forest (R),0.40138433337322293,0.11371187111853001
County Name,True,0.1,additive,My Estimator,0.5095909845626453,0.36168814035330343
County Name,True,0.1,additive,MCNNM,0.0,0.6056992466519319
County Name,True,0.1,additive,LinearDML,0.37276364347291113,0.23304414345082555
County Name,True,0.1,additive,DML,0.07779402237350304,0.07343150838488123
County Name,True,0.1,additive,CausalForestDML,7.005344615684625,0.27860332875971194
County Name,True,0.1,additive,DRLearner,0.8694288289291813,2.1103999923413146
County Name,True,0.1,additive,ForestDRLearner,0.7667768528418967,1.3748819384900575
County Name,True,0.1,additive,XLearner,0.4166386761621402,0.43894835397327836
County Name,True,0.1,additive,Causal Forest (R),0.5072375460875445,0.12862058126019243
County Name,False,0.1,additive,My Estimator,0.35453175026483574,0.3508974845228162
County Name,False,0.1,additive,MCNNM,0.0,0.49117734158276266
County Name,False,0.1,additive,LinearDML,0.8707464948335425,0.6929463561560045
County Name,False,0.1,additive,DML,0.596649743372719,0.5724824454497567
County Name,False,0.1,additive,CausalForestDML,0.6193921920684075,0.7892815410961451
County Name,False,0.1,additive,DRLearner,354.75178510691467,400.01910569648845
County Name,False,0.1,additive,ForestDRLearner,0.5041064748160313,1.284222059497847
County Name,False,0.1,additive,XLearner,0.6302650972808012,0.5312155871549579
County Name,False,0.1,additive,Causal Forest (R),0.3266278395469919,0.3557508907523828
County Name,False,0.1,additive,My Estimator,0.23705155004840622,0.20128762276822476
County Name,False,0.1,additive,MCNNM,0.0,0.3862846254478291
County Name,False,0.1,additive,LinearDML,0.849964323945884,0.5230384278762445
